"external_gene_name","entrezgene_id","transcript_biotype"
"Ssh2",237860,"protein_coding"
"Epb41l3",13823,"protein_coding"
"Tle1",21885,"protein_coding"
"Eif2b5",224045,"protein_coding"
"Il31",76399,"protein_coding"
"Ntng2",171171,"protein_coding"
"Actr10",56444,"protein_coding"
"Elovl7",74559,"protein_coding"
"Tm9sf3",107358,"protein_coding"
"Sh3bp2",24055,"protein_coding"
"Or2d2",258776,"protein_coding"
"Mrps25",64658,"protein_coding"
"Prrt2",69017,"protein_coding"
"Reg1",19692,"protein_coding"
"Slc22a27",171405,"protein_coding"
"Or2d36",258597,"protein_coding"
"Psma3",19167,"protein_coding"
"Robo2",268902,"protein_coding"
"Akr1c13",27384,"protein_coding"
"Tom1l2",216810,"protein_coding"
"Nlrp14",76858,"protein_coding"
"Reg3g",19695,"protein_coding"
"Slc22a28",434674,"protein_coding"
"Esx1",13984,"protein_coding"
"Rbsn",78287,"protein_coding"
"Pik3ap1",83490,"protein_coding"
"Maz",17188,"protein_coding"
"Akr1c19",432720,"protein_coding"
"BC028528",229600,"protein_coding"
"Il1rapl2",60367,"protein_coding"
"Psmc3",19182,"protein_coding"
"Mtmr2",77116,"protein_coding"
"Vat1l",270097,"protein_coding"
"Tspan17",74257,"protein_coding"
"Rbmxl2",76572,"protein_coding"
"Thsd7a",330267,"protein_coding"
"Aph1a",226548,"protein_coding"
"Prkd2",101540,"protein_coding"
"Tex13a",67944,"protein_coding"
"Ccdc68",381175,"protein_coding"
"Gdi1",14567,"protein_coding"
"Slc25a40",319653,"protein_coding"
"Clec3a",403395,"protein_coding"
"Ahr",11622,"protein_coding"
"Ap3m2",64933,"protein_coding"
"Slc22a29",236293,"protein_coding"
"Rpl30",19946,"protein_coding"
"Wls",68151,"protein_coding"
"Rab27b",80718,"protein_coding"
"Erich5",239368,"protein_coding"
"Rida",15473,"protein_coding"
"Lcor",212391,"protein_coding"
"Fam50a",108160,"protein_coding"
"Best2",212989,"protein_coding"
"Stard6",170461,"protein_coding"
"Abcd2",26874,"protein_coding"
"Gm20594",100463512,"protein_coding"
"Slc22a30",319800,"protein_coding"
"Trcg1",541610,"protein_coding"
"Trh",22044,"protein_coding"
"CN725425",545126,"protein_coding"
"Ints6l",236790,"protein_coding"
"Rundc3b",242819,"protein_coding"
"Akr1c12",622402,"protein_coding"
"Lrrtm4",243499,"protein_coding"
"Ppp4r3a",68734,"protein_coding"
"Mon1a",72825,"protein_coding"
"Slc2a13",239606,"protein_coding"
"Dact3",629378,"protein_coding"
"Depdc1b",218581,"protein_coding"
"Syncrip",56403,"protein_coding"
"Kif22",110033,"protein_coding"
"Lrrc43",381741,"protein_coding"
"Med27",68975,"protein_coding"
"Car14",23831,"protein_coding"
"Pop1",67724,"protein_coding"
"Tmem106b",71900,"protein_coding"
"Get3",56495,"protein_coding"
"Slc22a8",19879,"protein_coding"
"Trir",68544,"protein_coding"
"Igf1r",16001,"protein_coding"
"Sh3rf1",59009,"protein_coding"
"Jade1",269424,"protein_coding"
"Poli",26447,"protein_coding"
"Slc22a6",18399,"protein_coding"
"Prickle2",243548,"protein_coding"
"Cdyl",12593,"protein_coding"
"Lipi",320355,"protein_coding"
"Chrm1",12669,"protein_coding"
"Col20a1",73368,"protein_coding"
"Ly6c2",100041546,"protein_coding"
"Slc3a2",17254,"protein_coding"
"Dvl3",13544,"protein_coding"
"Ly6g",546644,"protein_coding"
"Agr3",403205,"protein_coding"
"Gm3402",100041548,"protein_coding"
"Nipal2",223473,"protein_coding"
"Cbr4",234309,"protein_coding"
"Rcc1",100088,"protein_coding"
"Vwde",232585,"protein_coding"
"Rpp40",208366,"protein_coding"
"Abcb1a",18671,"protein_coding"
"Agr2",23795,"protein_coding"
"Wwox",80707,"protein_coding"
"Nsg2",18197,"protein_coding"
"Akt2",11652,"protein_coding"
"Gm648",270599,"protein_coding"
"Tspan13",66109,"protein_coding"
"Kcns2",16539,"protein_coding"
"Hap1",15114,"protein_coding"
"Rbm11",224344,"protein_coding"
"Ly6g2",223631,"protein_coding"
"Akr1c6",83702,"protein_coding"
"Mmgt1",236792,"protein_coding"
"Tmem168",101118,"protein_coding"
"Arid4a",238247,"protein_coding"
"Slit1",20562,"protein_coding"
"Hspa13",110920,"protein_coding"
"Ly6f",17071,"protein_coding"
"Gm3404",100041554,"protein_coding"
"Gcfc2",330361,"protein_coding"
"Plxna3",18846,"protein_coding"
"Abcb1b",18669,"protein_coding"
"Ly6l",102637705,"protein_coding"
"Cd1d1",12479,"protein_coding"
"Stk3",56274,"protein_coding"
"Maf",17132,"protein_coding"
"Ppp1r3g",76487,"protein_coding"
"Dynlrb2",75465,"protein_coding"
"Lyrm4",380840,"protein_coding"
"Samsn1",67742,"protein_coding"
"Cdyl2",75796,"protein_coding"
"Unc5a",107448,"protein_coding"
"Mbd2",17191,"protein_coding"
"Ank2",109676,"protein_coding"
"Cmc2",66531,"protein_coding"
"Bmt2",101148,"protein_coding"
"Spc25",66442,"protein_coding"
"Aldoart1",353204,"protein_coding"
"Il9r",16199,"protein_coding"
"Mrpl19",56284,"protein_coding"
"Calr4",108802,"protein_coding"
"Kat6a",244349,"protein_coding"
"Ap2m1",11773,"protein_coding"
"Dcc",13176,"protein_coding"
"Lnx1",16924,"protein_coding"
"Gpr85",64450,"protein_coding"
"Smim30",66520,"protein_coding"
"Osr2",107587,"protein_coding"
"Tomm20l",75266,"protein_coding"
"Lage3",66192,"protein_coding"
"Arntl2",272322,"protein_coding"
"Catsperb",271036,"protein_coding"
"Akr1c20",116852,"protein_coding"
"Ubl4a",27643,"protein_coding"
"Ubl4a",100169864,"protein_coding"
"Snrnp25",78372,"protein_coding"
"Ly6h",23934,"protein_coding"
"Jup",16480,"protein_coding"
"Slc10a3",214601,"protein_coding"
"Epb41l5",226352,"protein_coding"
"Phactr4",100169,"protein_coding"
"Mex3c",240396,"protein_coding"
"Smad4",17128,"protein_coding"
"Slc9a6",236794,"protein_coding"
"Adgrv1",110789,"protein_coding"
"Chrna4",11438,"protein_coding"
"Gpihbp1",68453,"protein_coding"
"P3h4",66180,"protein_coding"
"Timm9",30056,"protein_coding"
"Fam3b",52793,"protein_coding"
"Cenpn",72155,"protein_coding"
"Elac1",114615,"protein_coding"
"Wdr74",107071,"protein_coding"
"Zfp41",22701,"protein_coding"
"Coro6",216961,"protein_coding"
"Me2",107029,"protein_coding"
"Slc39a13",68427,"protein_coding"
"Vps13b",666173,"protein_coding"
"Nrip1",268903,"protein_coding"
"Bzw2",66912,"protein_coding"
"Tnpo2",212999,"protein_coding"
"Arhgap19",71085,"protein_coding"
"Mro",71263,"protein_coding"
"1700017B05Rik",74211,"protein_coding"
"Fam3a",66294,"protein_coding"
"Syt9",60510,"protein_coding"
"Mst1r",19882,"protein_coding"
"Usp25",30940,"protein_coding"
"Mapk4",225724,"protein_coding"
"Eva1a",232146,"protein_coding"
"Gng8",14709,"protein_coding"
"Gm9925",NA,"protein_coding"
"Ska1",66468,"protein_coding"
"Top1mt",72960,"protein_coding"
"Ppp1r3a",140491,"protein_coding"
"Zbtb14",22666,"protein_coding"
"Zg16",69036,"protein_coding"
"Actl11",67722,"protein_coding"
"Smco2",69371,"protein_coding"
"Camkv",235604,"protein_coding"
"Plekhg5",269608,"protein_coding"
"Dnmt3c",NA,"protein_coding"
"Akain1",320722,"protein_coding"
"Cxxc1",74322,"protein_coding"
"G6pc2",14378,"protein_coding"
"Diablo",66593,"protein_coding"
"Olfml1",244198,"protein_coding"
"Tacr1",21336,"protein_coding"
"Ankmy2",217473,"protein_coding"
"Ift140",106633,"protein_coding"
"Pgpep1l",78444,"protein_coding"
"Ripk4",72388,"protein_coding"
"Rhbdf1",13650,"protein_coding"
"Mapre1",13589,"protein_coding"
"Ptgir",19222,"protein_coding"
"Cox6c",12864,"protein_coding"
"Pole4",66979,"protein_coding"
"AI467606",101602,"protein_coding"
"Ttc9b",73032,"protein_coding"
"Abcf3",27406,"protein_coding"
"Tbc1d8b",245638,"protein_coding"
"Traip",22036,"protein_coding"
"Mbd1",17190,"protein_coding"
"Qprt",67375,"protein_coding"
"Spi1",20375,"protein_coding"
"Tc2n",74413,"protein_coding"
"Rgs22",626596,"protein_coding"
"Hk2",15277,"protein_coding"
"Spn",20737,"protein_coding"
"Tex54",74307,"protein_coding"
"Frat1",14296,"protein_coding"
"Frat2",212398,"protein_coding"
"Rrp12",107094,"protein_coding"
"Eed",13626,"protein_coding"
"Ripply1",622473,"protein_coding"
"Cldn2",12738,"protein_coding"
"Efcab8",100504221,"protein_coding"
"Atmin",234776,"protein_coding"
"Fbxo43",78803,"protein_coding"
"Fkbp10",14230,"protein_coding"
"Fhl1",14199,"protein_coding"
"1700030J22Rik",69528,"protein_coding"
"Ppcdc",66812,"protein_coding"
"Rhpn1",14787,"protein_coding"
"Sun5",76407,"protein_coding"
"Gcsh",68133,"protein_coding"
"B3gnt4",231727,"protein_coding"
"Gm49027",NA,"protein_coding"
"Sclt1",67161,"protein_coding"
"Pgam1",18648,"protein_coding"
"Fbxw9",68628,"protein_coding"
"Pals2",56524,"protein_coding"
"Ankrd13b",268445,"protein_coding"
"Lrrc72",71156,"protein_coding"
"Chic2",74277,"protein_coding"
"Exosc1",66583,"protein_coding"
"Tor3a",30935,"protein_coding"
"Celf2",14007,"protein_coding"
"Abcb4",18670,"protein_coding"
"Sostdc1",66042,"protein_coding"
"Fbln5",23876,"protein_coding"
"Zdhhc16",74168,"protein_coding"
"Tmem204",407831,"protein_coding"
"Gng14",100503710,"protein_coding"
"Dhps",330817,"protein_coding"
"Telo2",71718,"protein_coding"
"2700049A03Rik",76967,"protein_coding"
"Prdm15",114604,"protein_coding"
"Polr2k",17749,"protein_coding"
"Zfp949",71640,"protein_coding"
"Cfap53",74453,"protein_coding"
"Mafa",378435,"protein_coding"
"H3f3a",15078,"protein_coding"
"Zc3h3",223642,"protein_coding"
"Gsx2",14843,"protein_coding"
"Stx5a",56389,"protein_coding"
"Trim43a",547109,"protein_coding"
"Pkd1l2",76645,"protein_coding"
"Map3k10",269881,"protein_coding"
"Vps33a",77573,"protein_coding"
"Fars2",69955,"protein_coding"
"Med18",67219,"protein_coding"
"Anp32e",66471,"protein_coding"
"Gm11758",545637,"protein_coding"
"Spag1",26942,"protein_coding"
"Nprl3",17168,"protein_coding"
"Scamp5",56807,"protein_coding"
"Myo5b",17919,"protein_coding"
"Gm11757",623272,"protein_coding"
"Tnfrsf25",85030,"protein_coding"
"Fam169b",434197,"protein_coding"
"Sesn2",230784,"protein_coding"
"Map7d3",320923,"protein_coding"
"Crot",74114,"protein_coding"
"Sde2",208768,"protein_coding"
"Rpp25",102614,"protein_coding"
"Mthfsl",100039707,"protein_coding"
"C2cd2",207781,"protein_coding"
"Lysmd3",80289,"protein_coding"
"C130026I21Rik",620078,"protein_coding"
"Cox5a",12858,"protein_coding"
"Palld",72333,"protein_coding"
"Zfp607b",112415,"protein_coding"
"Akr1c21",77337,"protein_coding"
"Dact1",59036,"protein_coding"
"Gm13871",667780,"protein_coding"
"Zfp60",22718,"protein_coding"
"Gm11756",623281,"protein_coding"
"Gramd1b",235283,"protein_coding"
"Wdr45",54636,"protein_coding"
"Tmem243",652925,"protein_coding"
"Atpif1",11983,"protein_coding"
"Rnf19a",30945,"protein_coding"
"Trip11",109181,"protein_coding"
"Zfp626",71163,"protein_coding"
"Zbtb21",114565,"protein_coding"
"Gm3409",100041566,"protein_coding"
"Cd2bp2",70233,"protein_coding"
"2310002L09Rik",71886,"protein_coding"
"Ptx4",68509,"protein_coding"
"Nrn1",68404,"protein_coding"
"Gm7582",NA,"protein_coding"
"Frmd3",242506,"protein_coding"
"Exoc7",53413,"protein_coding"
"Mtf2",17765,"protein_coding"
"Fam20b",215015,"protein_coding"
"Synj2",20975,"protein_coding"
"Vwa5b2",328643,"protein_coding"
"Polr3g",67486,"protein_coding"
"Plekho1",67220,"protein_coding"
"Ankrd46",68839,"protein_coding"
"Mblac2",72852,"protein_coding"
"Zfp59",22717,"protein_coding"
"Larp7",28036,"protein_coding"
"Arrdc4",66412,"protein_coding"
"Akr1e1",56043,"protein_coding"
"Cntn1",12805,"protein_coding"
"Crppa",75847,"protein_coding"
"Lefty2",320202,"protein_coding"
"Acaa2",52538,"protein_coding"
"Eya1",14048,"protein_coding"
"Zfp607a",545938,"protein_coding"
"Nxf1",53319,"protein_coding"
"Eps15",13858,"protein_coding"
"Kirrel",170643,"protein_coding"
"Lipg",16891,"protein_coding"
"Gsdme",54722,"protein_coding"
"Ppfibp2",19024,"protein_coding"
"Cetn3",12626,"protein_coding"
"Rpl17",319195,"protein_coding"
"BC031181",407819,"protein_coding"
"Dym",69190,"protein_coding"
"Ly86",17084,"protein_coding"
"Cxadr",13052,"protein_coding"
"Klf6",23849,"protein_coding"
"Atxn3",110616,"protein_coding"
"Wdr83",67836,"protein_coding"
"Sema4f",20355,"protein_coding"
"Pdzrn4",239618,"protein_coding"
"Vps45",22365,"protein_coding"
"Zfp974",73430,"protein_coding"
"B230307C23Rik",245305,"protein_coding"
"A630089N07Rik",NA,"protein_coding"
"Snx31",66696,"protein_coding"
"Btg3",12228,"protein_coding"
"Hk3",212032,"protein_coding"
"Tmem223",66836,"protein_coding"
"Fcrls",80891,"protein_coding"
"Tmem179b",67706,"protein_coding"
"Tbc1d10b",68449,"protein_coding"
"Smad7",17131,"protein_coding"
"Wdr83os",414077,"protein_coding"
"D16Ertd472e",67102,"protein_coding"
"Taf6l",225895,"protein_coding"
"Taf6l",100039957,"protein_coding"
"Bcl2a1d",12047,"protein_coding"
"Cd5l",11801,"protein_coding"
"Fam219b",78323,"protein_coding"
"Ctif",269037,"protein_coding"
"Otud7b",229603,"protein_coding"
"Man2b1",17159,"protein_coding"
"Meox2",17286,"protein_coding"
"Zfp780b",338354,"protein_coding"
"Trim43c",666731,"protein_coding"
"Ndufb1",102631912,"protein_coding"
"Foxj1",15223,"protein_coding"
"Zbtb7c",207259,"protein_coding"
"Gxylt1",223827,"protein_coding"
"Cpsf2",51786,"protein_coding"
"Zfp850",100043772,"protein_coding"
"M1ap",110958,"protein_coding"
"Nt5c3b",68106,"protein_coding"
"Cyb5r2",320635,"protein_coding"
"Cep57",74360,"protein_coding"
"Smad2",17126,"protein_coding"
"Tmed5",73130,"protein_coding"
"Dok1",13448,"protein_coding"
"Agmo",319660,"protein_coding"
"Chodl",246048,"protein_coding"
"Ppfibp1",67533,"protein_coding"
"Pabpc1",18458,"protein_coding"
"Nr2f2",11819,"protein_coding"
"A530032D15Rik",381287,"protein_coding"
"Kdm4c",76804,"protein_coding"
"Zgrf1",71643,"protein_coding"
"Ccdc18",73254,"protein_coding"
"Mms19",72199,"protein_coding"
"Mylpf",17907,"protein_coding"
"Pycr2",69051,"protein_coding"
"Alg3",208624,"protein_coding"
"Zfp791",244556,"protein_coding"
"Ddx60",234311,"protein_coding"
"Yaf2",67057,"protein_coding"
"Msc",17681,"protein_coding"
"Daam1",208846,"protein_coding"
"Mpg",268395,"protein_coding"
"Ovch2",244199,"protein_coding"
"Lefty1",13590,"protein_coding"
"Dr1",13486,"protein_coding"
"Dmac1",66928,"protein_coding"
"Hba-x",15126,"protein_coding"
"Gm3415",100041578,"protein_coding"
"Gm7609",665378,"protein_coding"
"Loxhd1",240411,"protein_coding"
"Dnajc8",68598,"protein_coding"
"Zcrb1",67197,"protein_coding"
"Klhl10",66720,"protein_coding"
"Ptpn4",19258,"protein_coding"
"Or5p5",257919,"protein_coding"
"Gpr12",14738,"protein_coding"
"Klhl11",217194,"protein_coding"
"Or5p50",258418,"protein_coding"
"Hba-a1",15122,"protein_coding"
"Add1",11518,"protein_coding"
"Or5p51",258417,"protein_coding"
"Hbq1b",544763,"protein_coding"
"Or5p52",258770,"protein_coding"
"Hba-a2",110257,"protein_coding"
"Neurog2",11924,"protein_coding"
"Hbq1a",216635,"protein_coding"
"Or5p53",258771,"protein_coding"
"D3Ertd751e",73852,"protein_coding"
"Git1",216963,"protein_coding"
"Ywhaz",22631,"protein_coding"
"Cks1brt",624855,"protein_coding"
"Or7c19",258858,"protein_coding"
"Anxa10",26359,"protein_coding"
"Uimc1",20184,"protein_coding"
"Septin1",54204,"protein_coding"
"Septin1",100043580,"protein_coding"
"Mpi",110119,"protein_coding"
"Abcb11",27413,"protein_coding"
"Eef1akmt4",110599566,"protein_coding"
"Cmip",74440,"protein_coding"
"Zfp706",68036,"protein_coding"
"Gm52955",NA,"protein_coding"
"Trp53i13",216964,"protein_coding"
"Tmem177",66343,"protein_coding"
"Tmprss15",19146,"protein_coding"
"Gm7592",101055758,"protein_coding"
"1700034J05Rik",73344,"protein_coding"
"Pphln1",223828,"protein_coding"
"Rnf165",225743,"protein_coding"
"G530012D18Rik",NA,"protein_coding"
"Trpa1",277328,"protein_coding"
"Bcl2a1a",12044,"protein_coding"
"Abhd15",67477,"protein_coding"
"Scamp2",24044,"protein_coding"
"Zfp553",233887,"protein_coding"
"Rep15",66532,"protein_coding"
"Sh3pxd2b",268396,"protein_coding"
"Mrps35",232536,"protein_coding"
"Zfp771",244216,"protein_coding"
"Ptafr",19204,"protein_coding"
"Gpr135",238252,"protein_coding"
"L3hypdh",67217,"protein_coding"
"Ceacam5",73250,"protein_coding"
"Ttc39a",230603,"protein_coding"
"Epg5",100502841,"protein_coding"
"Slc24a4",238384,"protein_coding"
"Foxp2",114142,"protein_coding"
"Dctpp1",66422,"protein_coding"
"Pitrm1",69617,"protein_coding"
"Fam76b",72826,"protein_coding"
"Sephs2",20768,"protein_coding"
"Ceacam14",67084,"protein_coding"
"Myh14",71960,"protein_coding"
"Mtmr11",194126,"protein_coding"
"Ubtd2",327900,"protein_coding"
"Kcnb2",98741,"protein_coding"
"Gm45208",NA,"protein_coding"
"Efcab9",69306,"protein_coding"
"Dhrs9",241452,"protein_coding"
"Praf2",54637,"protein_coding"
"Stk10",20868,"protein_coding"
"Tmem63a",208795,"protein_coding"
"Siglec15",620235,"protein_coding"
"Adgrg4",236798,"protein_coding"
"Ncam2",17968,"protein_coding"
"Slc14a1",108052,"protein_coding"
"Vps35",65114,"protein_coding"
"Trim43b",666747,"protein_coding"
"Bpifb2",66557,"protein_coding"
"Rnf157",217340,"protein_coding"
"Adgrg2",237175,"protein_coding"
"Prickle1",106042,"protein_coding"
"Sf3b4",107701,"protein_coding"
"Jhy",70989,"protein_coding"
"Jkamp",104771,"protein_coding"
"Alpk1",71481,"protein_coding"
"Ulk3",71742,"protein_coding"
"Gm21833",NA,"protein_coding"
"Rrm2b",382985,"protein_coding"
"Eef1ece2",110599584,"protein_coding"
"Rnf11",29864,"protein_coding"
"Slc14a2",27411,"protein_coding"
"Cfap221",226356,"protein_coding"
"Bpifb6",228796,"protein_coding"
"Ccdc175",73936,"protein_coding"
"Plcg2",234779,"protein_coding"
"4930522H14Rik",67646,"protein_coding"
"Sv2a",64051,"protein_coding"
"Bcl2a1b",12045,"protein_coding"
"Gm29094",NA,"protein_coding"
"Adamts20",223838,"protein_coding"
"Cplx3",235415,"protein_coding"
"Cdkn2c",12580,"protein_coding"
"Rin3",217835,"protein_coding"
"Uba7",74153,"protein_coding"
"Faf1",14084,"protein_coding"
"Fcrl1",229499,"protein_coding"
"Bpifb3",378700,"protein_coding"
"Sdr42e1",74032,"protein_coding"
"Sp110",109032,"protein_coding"
"Orc6",56452,"protein_coding"
"Pde4d",238871,"protein_coding"
"Pigg",433931,"protein_coding"
"Dmrta2",242620,"protein_coding"
"Bpifb4",381399,"protein_coding"
"Eya3",14050,"protein_coding"
"Ubald2",319370,"protein_coding"
"Dgkb",217480,"protein_coding"
"Taok1",216965,"protein_coding"
"Gm6133",NA,"protein_coding"
"Sctr",319229,"protein_coding"
"Setbp1",240427,"protein_coding"
"Mansc4",545893,"protein_coding"
"Klhl42",232539,"protein_coding"
"Gm42517",115490131,"protein_coding"
"Usp12",22217,"protein_coding"
"Hsd17b2",15486,"protein_coding"
"Pthlh",19227,"protein_coding"
"Pard6g",93737,"protein_coding"
"Camk2n2",73047,"protein_coding"
"Gm21886",NA,"protein_coding"
"Adnp2",240442,"protein_coding"
"Mphosph6",68533,"protein_coding"
"Ephx1",13849,"protein_coding"
"Ece2",107522,"protein_coding"
"Bpifa6",545477,"protein_coding"
"Mdfic",16543,"protein_coding"
"Rbfa",68731,"protein_coding"
"Spock3",72902,"protein_coding"
"Dlgap1",224997,"protein_coding"
"Pde6b",18587,"protein_coding"
"Ubtd1",226122,"protein_coding"
"Lrp2",14725,"protein_coding"
"Naa12",27366,"protein_coding"
"Naa12",117903916,"protein_coding"
"Ankrd2",56642,"protein_coding"
"Bola1",69168,"protein_coding"
"Tmem37",170706,"protein_coding"
"Hoga1",67432,"protein_coding"
"9130409I23Rik",619326,"protein_coding"
"Tifa",211550,"protein_coding"
"Txnl4a",27366,"protein_coding"
"Ccdc91",67015,"protein_coding"
"Acly",104112,"protein_coding"
"4933411K16Rik",66765,"protein_coding"
"Hsbp1l1",66255,"protein_coding"
"Sp140",434484,"protein_coding"
"Morn4",226123,"protein_coding"
"H2ac21",621893,"protein_coding"
"H2ac20",319176,"protein_coding"
"Pus7l",78895,"protein_coding"
"H2bc21",319190,"protein_coding"
"H3c15",97114,"protein_coding"
"Pi4k2a",84095,"protein_coding"
"H2ac19",319192,"protein_coding"
"H2ac18",15267,"protein_coding"
"Ap1ar",211556,"protein_coding"
"Mthfs",107885,"protein_coding"
"Atp5k",11958,"protein_coding"
"Slc66a2",66943,"protein_coding"
"Irak4",266632,"protein_coding"
"Avpi1",69534,"protein_coding"
"Nvl",67459,"protein_coding"
"Tfec",21426,"protein_coding"
"Rtn1",104001,"protein_coding"
"Marveld1",277010,"protein_coding"
"Pdgfra",18595,"protein_coding"
"Lman1l",235416,"protein_coding"
"Fam241a",70617,"protein_coding"
"Crtac1",72832,"protein_coding"
"Cdh13",12554,"protein_coding"
"Pcdh10",18526,"protein_coding"
"Mctp2",244049,"protein_coding"
"Osbpl3",71720,"protein_coding"
"Twf1",19230,"protein_coding"
"Cnih4",98417,"protein_coding"
"Sesn3",75747,"protein_coding"
"Gm5155",381852,"protein_coding"
"Lrrc9",78257,"protein_coding"
"Or5p60",258492,"protein_coding"
"Tmem117",320709,"protein_coding"
"Or5p61",258041,"protein_coding"
"Hsbp1",68196,"protein_coding"
"Or5p62",258489,"protein_coding"
"Gls",14660,"protein_coding"
"Ceacam11",66996,"protein_coding"
"Or5p63",258042,"protein_coding"
"Nell2",54003,"protein_coding"
"Fcrl5",329693,"protein_coding"
"Mylk3",213435,"protein_coding"
"R3hcc1l",52013,"protein_coding"
"Or5p64",258727,"protein_coding"
"Crtam",54698,"protein_coding"
"Nufip2",68564,"protein_coding"
"Ceacam13",69785,"protein_coding"
"Mta2",23942,"protein_coding"
"Or5p66",258491,"protein_coding"
"Izumo2",75510,"protein_coding"
"Qrich2",217341,"protein_coding"
"Bpifa2",19194,"protein_coding"
"Or5p1",258731,"protein_coding"
"Xkr8",381560,"protein_coding"
"Kcng2",240444,"protein_coding"
"Or5p67",258490,"protein_coding"
"Or5p68",258307,"protein_coding"
"Psmd2",21762,"protein_coding"
"Ctdp1",67655,"protein_coding"
"Inka1",68176,"protein_coding"
"Smpdl3b",100340,"protein_coding"
"Or5p69",258732,"protein_coding"
"Or5p70",258361,"protein_coding"
"Minar1",209743,"protein_coding"
"Pabpc4l",241989,"protein_coding"
"Mybpc3",17868,"protein_coding"
"Cryba1",12957,"protein_coding"
"Ceacam12",67315,"protein_coding"
"Endod1",71946,"protein_coding"
"Tut1",70044,"protein_coding"
"H3c14",15077,"protein_coding"
"Fbxw11",103583,"protein_coding"
"Rpa2",19891,"protein_coding"
"Dbx2",223843,"protein_coding"
"Or5p72",258733,"protein_coding"
"Tmed3",66111,"protein_coding"
"H4c14",97122,"protein_coding"
"Igfl3",232925,"protein_coding"
"Loxl4",67573,"protein_coding"
"Mlycd",56690,"protein_coding"
"Kdm4d",244694,"protein_coding"
"Etv3",27049,"protein_coding"
"Arhgap12",75415,"protein_coding"
"Ubr5",70790,"protein_coding"
"Ankrd34c",330998,"protein_coding"
"Mill1",266815,"protein_coding"
"Tll1",21892,"protein_coding"
"Rgma",244058,"protein_coding"
"Cwc15",66070,"protein_coding"
"Cycs",13063,"protein_coding"
"Etv3l",546801,"protein_coding"
"H3c13",319154,"protein_coding"
"Magi1",14924,"protein_coding"
"Magi1",78178,"protein_coding"
"Themis2",230787,"protein_coding"
"Pcnx4",67708,"protein_coding"
"Amotl1",75723,"protein_coding"
"H2bc18",319189,"protein_coding"
"Gm4756",NA,"protein_coding"
"Elavl4",15572,"protein_coding"
"Eef1g",67160,"protein_coding"
"Dhrs7",66375,"protein_coding"
"Pitx2",18741,"protein_coding"
"4921524J17Rik",66714,"protein_coding"
"Psg18",26438,"protein_coding"
"Rab3c",67295,"protein_coding"
"Odad4",74407,"protein_coding"
"Glt8d1",76485,"protein_coding"
"Cpe",12876,"protein_coding"
"Cdhr4",69398,"protein_coding"
"Cyyr1",224405,"protein_coding"
"Or5p78",258215,"protein_coding"
"Or5p79",258738,"protein_coding"
"Or5p80",258769,"protein_coding"
"Ppm1a",19042,"protein_coding"
"Rreb1",68750,"protein_coding"
"Zfp473",243963,"protein_coding"
"Ahnak",66395,"protein_coding"
"Adamts1",11504,"protein_coding"
"Osgin1",71839,"protein_coding"
"Etv1",14009,"protein_coding"
"Cnp",12799,"protein_coding"
"Scgb1a1",22287,"protein_coding"
"Asrgl1",66514,"protein_coding"
"Smim23",69351,"protein_coding"
"Pcdh18",73173,"protein_coding"
"Gpt2",108682,"protein_coding"
"Adamts5",23794,"protein_coding"
"Cadps",27062,"protein_coding"
"Psg28",114871,"protein_coding"
"Serac1",321007,"protein_coding"
"Fgf18",14172,"protein_coding"
"Pyroxd2",74580,"protein_coding"
"Ubash3b",72828,"protein_coding"
"N6amt1",67768,"protein_coding"
"Mfsd7a",243197,"protein_coding"
"Slc7a11",26570,"protein_coding"
"Ranbp17",66011,"protein_coding"
"Or10ab5",258369,"protein_coding"
"Msmo1",66234,"protein_coding"
"Psg26",574429,"protein_coding"
"Or5p81",258308,"protein_coding"
"Nab1",17936,"protein_coding"
"Ltn1",78913,"protein_coding"
"Psg25",114868,"protein_coding"
"Dnaja2",56445,"protein_coding"
"Or10a3m",258719,"protein_coding"
"Mfsd10",68294,"protein_coding"
"Psg27",545925,"protein_coding"
"Necab2",117148,"protein_coding"
"Or5e1",258718,"protein_coding"
"Dusp6",67603,"protein_coding"
"Or10a48",258721,"protein_coding"
"Psg23",56868,"protein_coding"
"Or10a3b",258720,"protein_coding"
"En1",13798,"protein_coding"
"Scgb2a2",102639117,"protein_coding"
"Or10a49",258136,"protein_coding"
"Enpep",13809,"protein_coding"
"Ppp1r8",100336,"protein_coding"
"Psg21",72242,"protein_coding"
"Bpifa3",73388,"protein_coding"
"Incenp",16319,"protein_coding"
"Nemp2",227094,"protein_coding"
"Csl",71832,"protein_coding"
"Ccdc6",76551,"protein_coding"
"Gtf2h5",66467,"protein_coding"
"Psg20",434540,"protein_coding"
"Slc38a8",234788,"protein_coding"
"Or10a3",258303,"protein_coding"
"Rasgrf1",19417,"protein_coding"
"Tgif1",21815,"protein_coding"
"Or10a3n",277935,"protein_coding"
"Nlrp10",244202,"protein_coding"
"Bpifa1",18843,"protein_coding"
"Gabrp",216643,"protein_coding"
"Rwdd2b",53858,"protein_coding"
"Psg22",243862,"protein_coding"
"Mrln",69563,"protein_coding"
"Klhl2",77113,"protein_coding"
"Usp16",74112,"protein_coding"
"Slc16a9",66859,"protein_coding"
"Bpifa5",67135,"protein_coding"
"Ube2o",217342,"protein_coding"
"Eif3f",66085,"protein_coding"
"Bbs5",72569,"protein_coding"
