"external_gene_name","entrezgene_id","transcript_biotype"
"Tbx10",109575,"protein_coding"
"Pfkfb4",270198,"protein_coding"
"Tmem52",69671,"protein_coding"
"Fam72a",108900,"protein_coding"
"Semp2l1",408191,"protein_coding"
"Ddx3x",13205,"protein_coding"
"Avpr1b",26361,"protein_coding"
"Man2b2",17160,"protein_coding"
"Kcnk2",16526,"protein_coding"
"Nudt8",66387,"protein_coding"
"Mycn",18109,"protein_coding"
"Mmachc",67096,"protein_coding"
"Arhgap22",239027,"protein_coding"
"Doc2g",60425,"protein_coding"
"Clptm1",56457,"protein_coding"
"Rps6",20104,"protein_coding"
"Pdk1",228026,"protein_coding"
"Ddx1",104721,"protein_coding"
"Ophn1",94190,"protein_coding"
"Acer2",230379,"protein_coding"
"Ndufv1",17995,"protein_coding"
"Slc29a3",71279,"protein_coding"
"Tpst2",22022,"protein_coding"
"Shprh",268281,"protein_coding"
"Ccdc163",68394,"protein_coding"
"Apoc2",11813,"protein_coding"
"Comtd1",69156,"protein_coding"
"Apoc2l",105886299,"protein_coding"
"Ppip5k1",327655,"protein_coding"
"Rxfp4",242093,"protein_coding"
"Apoc4",11425,"protein_coding"
"Syt6",54524,"protein_coding"
"Scaf1",233208,"protein_coding"
"Nbas",71169,"protein_coding"
"Tcp11",21463,"protein_coding"
"Zfp503",218820,"protein_coding"
"Ppp2r2c",269643,"protein_coding"
"Dars2",226539,"protein_coding"
"Gstp1",14870,"protein_coding"
"Tfip11",54723,"protein_coding"
"Nyx",236690,"protein_coding"
"Srsf10",14105,"protein_coding"
"Nck1",17973,"protein_coding"
"Zfp961",234413,"protein_coding"
"Yipf6",77929,"protein_coding"
"Lrmda",76633,"protein_coding"
"Gm17622",NA,"protein_coding"
"AW209491",105351,"protein_coding"
"Inf2",70435,"protein_coding"
"Ankrd42",73845,"protein_coding"
"Slc35g2",245020,"protein_coding"
"Ntrk2",18212,"protein_coding"
"Gstp2",14869,"protein_coding"
"Ift46",76568,"protein_coding"
"Rbm34",52202,"protein_coding"
"Stard8",236920,"protein_coding"
"Gstp3",225884,"protein_coding"
"Wfs1",22393,"protein_coding"
"Gpr171",229323,"protein_coding"
"Prim2",19076,"protein_coding"
"Cabp2",29866,"protein_coding"
"Atg4a-ps",NA,"protein_coding"
"Olfml3",99543,"protein_coding"
"Rab11fip1",75767,"protein_coding"
"Fam227a",75729,"protein_coding"
"Efnb1",13641,"protein_coding"
"Gm10964",NA,"protein_coding"
"Stpg2",381476,"protein_coding"
"Adssl1",11565,"protein_coding"
"Ctse",13034,"protein_coding"
"Pja1",18744,"protein_coding"
"Srrd",70118,"protein_coding"
"Fbxo30",71865,"protein_coding"
"Cdk2ap2",52004,"protein_coding"
"Myo16",244281,"protein_coding"
"Slc24a2",76376,"protein_coding"
"Nalf2",620592,"protein_coding"
"P2ry14",140795,"protein_coding"
"P2ry14",320463,"protein_coding"
"Unc5b",107449,"protein_coding"
"Eda",13607,"protein_coding"
"Hps4",192232,"protein_coding"
"Tmem25",71687,"protein_coding"
"Eml4",78798,"protein_coding"
"Cenpf",108000,"protein_coding"
"Pitpnm1",18739,"protein_coding"
"Dad1",13135,"protein_coding"
"Gpr87",84111,"protein_coding"
"Siva1",30954,"protein_coding"
"Mapk8",26419,"protein_coding"
"P2ry13",74191,"protein_coding"
"Cby1",73739,"protein_coding"
"Apoc1",11812,"protein_coding"
"Pdha2",18598,"protein_coding"
"Akt1",11651,"protein_coding"
"P2ry12",70839,"protein_coding"
"Map3k12",26404,"protein_coding"
"Stradb",227154,"protein_coding"
"Rras",20130,"protein_coding"
"Mtfr1",67472,"protein_coding"
"Pnrc2",52830,"protein_coding"
"Ccdc121rt3",625424,"protein_coding"
"Jakmip1",76071,"protein_coding"
"Shisa5",66940,"protein_coding"
"Kif7",16576,"protein_coding"
"Cnr2",12802,"protein_coding"
"Epm2a",13853,"protein_coding"
"Fuca1",71665,"protein_coding"
"Aip",11632,"protein_coding"
"Zbtb42",382639,"protein_coding"
"Pcbd1",13180,"protein_coding"
"Cep170b",217882,"protein_coding"
"Tesk2",230661,"protein_coding"
"Sgpl1",20397,"protein_coding"
"Tmem134",66990,"protein_coding"
"Cabp4",73660,"protein_coding"
"Khdc4",74200,"protein_coding"
"Gpr152",269053,"protein_coding"
"Coro1b",23789,"protein_coding"
"Mllt3",70122,"protein_coding"
"Awat2",245532,"protein_coding"
"Asphd2",72898,"protein_coding"
"Got1l1",76615,"protein_coding"
"Rab7b",226421,"protein_coding"
"Gm1043",381634,"protein_coding"
"Gm10337",NA,"protein_coding"
"Tarbp2",21357,"protein_coding"
"Gm55746",NA,"protein_coding"
"Cd36",12491,"protein_coding"
"Otud6a",408193,"protein_coding"
"Cask",12361,"protein_coding"
"Adrb3",11556,"protein_coding"
"Prr12",233210,"protein_coding"
"Hmgcl",15356,"protein_coding"
"Frmpd2",268729,"protein_coding"
"Irs2",384783,"protein_coding"
"Ropn1",76378,"protein_coding"
"Rab23",19335,"protein_coding"
"Ptprcap",19265,"protein_coding"
"Eif4ebp1",13685,"protein_coding"
"Pcf11",74737,"protein_coding"
"Abhd4",105501,"protein_coding"
"Rps6kb2",58988,"protein_coding"
"Ccdc14",239839,"protein_coding"
"Utrn",22288,"protein_coding"
"Tex24",541463,"protein_coding"
"Gale",74246,"protein_coding"
"Ttc36",192653,"protein_coding"
"Gli3",14634,"protein_coding"
"Cngb1",333329,"protein_coding"
"Npff",54615,"protein_coding"
"Igsf10",242050,"protein_coding"
"Trex1",22040,"protein_coding"
"Atrip",235610,"protein_coding"
"Atrip",111828493,"protein_coding"
"Atf7",223922,"protein_coding"
"Pld4",104759,"protein_coding"
"Bag2",213539,"protein_coding"
"Mylk",107589,"protein_coding"
"Apoe",11816,"protein_coding"
"Cenpl",70454,"protein_coding"
"Or6e1",18348,"protein_coding"
"Pigl",327942,"protein_coding"
"Toe1",68276,"protein_coding"
"Ptpn20",19256,"protein_coding"
"Cacnb2",12296,"protein_coding"
"Aadacl2fm2",433597,"protein_coding"
"Aadacl2fm3",666803,"protein_coding"
"Mapk9",26420,"protein_coding"
"Rit1",19769,"protein_coding"
"Inhba",16323,"protein_coding"
"A530016L24Rik",319942,"protein_coding"
"Tma7",66167,"protein_coding"
"Tma7",115487184,"protein_coding"
"Tmem179",104885,"protein_coding"
"Ccdc51",66658,"protein_coding"
"Ahnak2",100041194,"protein_coding"
"Cert1",68018,"protein_coding"
"Clba1",217887,"protein_coding"
"Usp47",74996,"protein_coding"
"Gdf10",14560,"protein_coding"
"Gdf2",12165,"protein_coding"
"Kmt2a",214162,"protein_coding"
"Rbp3",19661,"protein_coding"
"Cdca4",71963,"protein_coding"
"Aadacl2fm1",229333,"protein_coding"
"Gpr132",56696,"protein_coding"
"Oxa1l",69089,"protein_coding"
"C2cd6",73463,"protein_coding"
"Lypla2",26394,"protein_coding"
"Aadacl2",639634,"protein_coding"
"Jag2",16450,"protein_coding"
"Aadac",67758,"protein_coding"
"Carns1",107239,"protein_coding"
"Chrnb3",108043,"protein_coding"
"Syt11",229521,"protein_coding"
"Zfp488",382867,"protein_coding"
"Slc7a7",20540,"protein_coding"
"Sucnr1",84112,"protein_coding"
"Ptpn14",19250,"protein_coding"
"Tbc1d10c",108995,"protein_coding"
"Nudt14",66174,"protein_coding"
"Hipk1",15257,"protein_coding"
"Slc29a1",63959,"protein_coding"
"Hacd2",70757,"protein_coding"
"Gnb1",14688,"protein_coding"
"Gnat3",242851,"protein_coding"
"Adcy5",224129,"protein_coding"
"Brf1",72308,"protein_coding"
"Chrna6",11440,"protein_coding"
"Atp5g2",67942,"protein_coding"
"Gnai1",14677,"protein_coding"
"Gm45861",70952,"protein_coding"
"Calcoco1",67488,"protein_coding"
"Btbd6",399566,"protein_coding"
"Poteg",70952,"protein_coding"
"Stx11",74732,"protein_coding"
"Sugct",192136,"protein_coding"
"Sec22a",317717,"protein_coding"
"Crmp1",12933,"protein_coding"
"Slc26a9",320718,"protein_coding"
"Sf3b5",66125,"protein_coding"
"Tbata",65971,"protein_coding"
"Stag1",20842,"protein_coding"
"Pacs2",217893,"protein_coding"
"Tepp",73407,"protein_coding"
"Mplkip",66308,"protein_coding"
"Pdia5",72599,"protein_coding"
"Ckmt1",12716,"protein_coding"
"Hmgcr",15357,"protein_coding"
"Npy4r",19065,"protein_coding"
"Igbp1",18518,"protein_coding"
"Mrpl52",68836,"protein_coding"
"Sema5b",20357,"protein_coding"
"Dgat2l6",668257,"protein_coding"
"Ppp1ca",19045,"protein_coding"
"Gprin2",432839,"protein_coding"
"Zfp451",98403,"protein_coding"
"Gpr34",23890,"protein_coding"
"Mmp14",17387,"protein_coding"
"Strc",140476,"protein_coding"
"Itgam",16409,"protein_coding"
"Gpr82",319200,"protein_coding"
"Hoxc4",15423,"protein_coding"
"Awat1",245533,"protein_coding"
"Tex22",75671,"protein_coding"
"Mgat3",17309,"protein_coding"
"Rad9a",19367,"protein_coding"
"Zfp319",79233,"protein_coding"
"H2al1n",385328,"protein_coding"
"Mta1",116870,"protein_coding"
"Mief1",239555,"protein_coding"
"P2ry4",57385,"protein_coding"
"Catsper2",212670,"protein_coding"
"Ankrd31",625662,"protein_coding"
"Unc5c",22253,"protein_coding"
"Evc",59056,"protein_coding"
"Col4a1",12826,"protein_coding"
"Maoa",17161,"protein_coding"
"Cenpv",73139,"protein_coding"
"Syt15",319508,"protein_coding"
"Gcnt4",218476,"protein_coding"
"Cdk13",69562,"protein_coding"
"Klhl20",226541,"protein_coding"
"Slc49a4",224132,"protein_coding"
"Adamts14",237360,"protein_coding"
"Ubb",22187,"protein_coding"
"Arr3",170735,"protein_coding"
"Clcf1",56708,"protein_coding"
"Gm55359",NA,"protein_coding"
"Atf4",11911,"protein_coding"
"Rtel1",269400,"protein_coding"
"Hspbap1",66667,"protein_coding"
"Gm45928",NA,"protein_coding"
"Nbr1",17966,"protein_coding"
"Pold4",69745,"protein_coding"
"Rps19bp1",66538,"protein_coding"
"Lrp10",65107,"protein_coding"
"Parp14",547253,"protein_coding"
"Ssh3",245857,"protein_coding"
"Cacna1i",239556,"protein_coding"
"Smyd2",226830,"protein_coding"
"Pithd1",66193,"protein_coding"
"Shld2",75698,"protein_coding"
"Maob",109731,"protein_coding"
"Prf1",18646,"protein_coding"
"Pald1",27355,"protein_coding"
"Rala",56044,"protein_coding"
"Dtx3l",209200,"protein_coding"
"Pm20d1",212933,"protein_coding"
"Rem2",140743,"protein_coding"
"Pde7a",18583,"protein_coding"
"Evc2",68525,"protein_coding"
"Yae1d1",67008,"protein_coding"
"Mutyh",70603,"protein_coding"
"Enthd1",383075,"protein_coding"
"Parp9",80285,"protein_coding"
"Pdzd11",72621,"protein_coding"
"Nodal",18119,"protein_coding"
"Glud1",14661,"protein_coding"
"Grap2",17444,"protein_coding"
"Pou6f2",218030,"protein_coding"
"Eif4ebp2",13688,"protein_coding"
"Ankrd45",73844,"protein_coding"
"Lrrc20",216011,"protein_coding"
"Asb15",78910,"protein_coding"
"Ndp",17986,"protein_coding"
"Usb1",101985,"protein_coding"
"Efhc2",74405,"protein_coding"
"Npffr1",237362,"protein_coding"
"Fam25c",69134,"protein_coding"
"Fam83f",213956,"protein_coding"
"Ppa1",67895,"protein_coding"
"Vps41",218035,"protein_coding"
"Tex50",100502590,"protein_coding"
"Stk32b",64293,"protein_coding"
"Sncg",20618,"protein_coding"
"Slc41a1",98396,"protein_coding"
"Tnrc6b",213988,"protein_coding"
"Lmod2",93677,"protein_coding"
"Abcg2",26357,"protein_coding"
"Mmp15",17388,"protein_coding"
"Prmt5",27374,"protein_coding"
"Kif4",16571,"protein_coding"
"Kpna1",16646,"protein_coding"
"Cytl1",231162,"protein_coding"
"Inpp5d",16331,"protein_coding"
"Ankrd13d",68423,"protein_coding"
"Plxnb1",235611,"protein_coding"
"Sar1a",20224,"protein_coding"
"Cfap20",14894,"protein_coding"
"Msx1",17701,"protein_coding"
"Hpdl",242642,"protein_coding"
"Crip2",68337,"protein_coding"
"Eloa",27224,"protein_coding"
"Sez6l",56747,"protein_coding"
"Fundc1",72018,"protein_coding"
"Grk2",110355,"protein_coding"
"Amph",218038,"protein_coding"
"Focad",230393,"protein_coding"
"Crip1",12925,"protein_coding"
"Mmrn2",105450,"protein_coding"
"Tysnd1",71767,"protein_coding"
"Col4a2",12827,"protein_coding"
"Dclre1b",140917,"protein_coding"
"Aifm2",71361,"protein_coding"
"Dusp21",73547,"protein_coding"
"Gdpd2",71584,"protein_coding"
"Ddx47",67755,"protein_coding"
"Wdr5b",69544,"protein_coding"
"Haus4",219072,"protein_coding"
"Fam162a",70186,"protein_coding"
"Tedc1",104732,"protein_coding"
"Atp5l",27425,"protein_coding"
"Ccdc58",381045,"protein_coding"
"Fbxw21",320082,"protein_coding"
"Adsl",11564,"protein_coding"
"Ajuba",16475,"protein_coding"
"Tmem121",69195,"protein_coding"
"Bmpr1b",12167,"protein_coding"
"Plekhg3",263406,"protein_coding"
"Dlg3",53310,"protein_coding"
"Csta1",209294,"protein_coding"
"Bmpr1a",12166,"protein_coding"
"Stfa2l1",268885,"protein_coding"
"Plagl1",22634,"protein_coding"
"Cstdc4",433016,"protein_coding"
"Gas1",14451,"protein_coding"
"Csta3",408196,"protein_coding"
"Csta2",76770,"protein_coding"
"Pccb",66904,"protein_coding"
"Rab20",19332,"protein_coding"
"Kdm2a",225876,"protein_coding"
"Stfa1",20861,"protein_coding"
"Unc5d",210801,"protein_coding"
"Dapk1",69635,"protein_coding"
"Cstdc6",100038854,"protein_coding"
"Cstdc5",100034684,"protein_coding"
"Stfa2",20862,"protein_coding"
"9230112D13Rik",78243,"protein_coding"
"Wasl",73178,"protein_coding"
"Ldb3",24131,"protein_coding"
"Stfa3",20863,"protein_coding"
"Casr",12374,"protein_coding"
"Sptb",20741,"protein_coding"
"Ap4b1",67489,"protein_coding"
"Zswim5",74464,"protein_coding"
"Cd86",12524,"protein_coding"
"Fbxw13",211305,"protein_coding"
"Cyp26b1",232174,"protein_coding"
"Rpl11",67025,"protein_coding"
"Rab30",75985,"protein_coding"
"Kdm6a",22289,"protein_coding"
"Msl2",77853,"protein_coding"
"Fbxw20",434440,"protein_coding"
"Hyal6",74409,"protein_coding"
"Ildr1",106347,"protein_coding"
"Dusp26",66959,"protein_coding"
"Dkk3",50781,"protein_coding"
"Sgsm3",105835,"protein_coding"
"Hyal4",77042,"protein_coding"
"Id3",15903,"protein_coding"
"Trpv2",22368,"protein_coding"
"Gm49368",NA,"protein_coding"
"Spam1",20690,"protein_coding"
"E2f2",242705,"protein_coding"
"Rnf122",68867,"protein_coding"
"Ppp2r3a",235542,"protein_coding"
"Hyal5",74468,"protein_coding"
"Prrg2",65116,"protein_coding"
"Hacd4",66775,"protein_coding"
"Tmem229a",319832,"protein_coding"
"Csnk2a2",13000,"protein_coding"
"Herc3",73998,"protein_coding"
"Ccdc121rt2",625464,"protein_coding"
"Frmd8",67457,"protein_coding"
"Rasgef1c",74563,"protein_coding"
"Myo18b",74376,"protein_coding"
"Slc15a2",57738,"protein_coding"
"Fbxw14",50757,"protein_coding"
"Bcl2l15",229672,"protein_coding"
"Slc25a45",107375,"protein_coding"
"Ifnb1",15977,"protein_coding"
"Ifna15",242517,"protein_coding"
"Urod",22275,"protein_coding"
"Mbnl1",56758,"protein_coding"
"Ryr1",20190,"protein_coding"
"Churc1",211151,"protein_coding"
"Ube4a",140630,"protein_coding"
"Macroh2a2",404634,"protein_coding"
"Lrrc75a",192976,"protein_coding"
"Ncor2",20602,"protein_coding"
"Tigd3",332359,"protein_coding"
"Gpr37",14763,"protein_coding"
"Fntb",110606,"protein_coding"
"Dpf2",19708,"protein_coding"
"Nap1l5",58243,"protein_coding"
"Ifna14",404549,"protein_coding"
"Zc2hc1b",75122,"protein_coding"
"Ifna9",15972,"protein_coding"
"Exoc6b",75914,"protein_coding"
"Ifna12",242519,"protein_coding"
"Mmgt2",216829,"protein_coding"
"Asap3",230837,"protein_coding"
"Mrtfa",223701,"protein_coding"
"Rnf130",59044,"protein_coding"
"Ltv1",353258,"protein_coding"
"Cox7a2l",20463,"protein_coding"
"Tti2",234138,"protein_coding"
"BC051665",218275,"protein_coding"
"Mymx",653016,"protein_coding"
"Phactr2",215789,"protein_coding"
"Gpx2",14776,"protein_coding"
"Rab15",104886,"protein_coding"
"Kcng3",225030,"protein_coding"
"Pramel32",381590,"protein_coding"
"Ctsll3",70202,"protein_coding"
"Dipk2b",75905,"protein_coding"
"Tmem106a",217203,"protein_coding"
"Scube3",268935,"protein_coding"
"4930486L24Rik",214639,"protein_coding"
"Ccdc113",244608,"protein_coding"
"Tex13c3",278255,"protein_coding"
"Chst7",60322,"protein_coding"
"Ifna13",230396,"protein_coding"
"Ifna16",230398,"protein_coding"
"Ifna2",15965,"protein_coding"
"Tex11",83558,"protein_coding"
"Ifnab",15974,"protein_coding"
"Tcea3",21401,"protein_coding"
"Cdc42ep2",104252,"protein_coding"
"Gm49391",NA,"protein_coding"
"Naxd",69225,"protein_coding"
"Pola2",18969,"protein_coding"
"Ctla2b",13025,"protein_coding"
"Pot1a",101185,"protein_coding"
"Tpbpb",116913,"protein_coding"
"Max",17187,"protein_coding"
"Eaf2",106389,"protein_coding"
"Ccdc200",667306,"protein_coding"
"Klhl9",242521,"protein_coding"
"Gm26566",NA,"protein_coding"
"Rdm1",66599,"protein_coding"
"Gm13271",435791,"protein_coding"
"Hectd3",76608,"protein_coding"
"Ctla2a",13024,"protein_coding"
"Coq6",217707,"protein_coding"
"Fuca2",66848,"protein_coding"
"Spr",20751,"protein_coding"
"Opn4",30044,"protein_coding"
"Cd3g",12502,"protein_coding"
"Tpbpa",21984,"protein_coding"
"Arl4d",80981,"protein_coding"
"Col13a1",12817,"protein_coding"
"Trim16",94092,"protein_coding"
"Iqcb1",320299,"protein_coding"
"Fam13a",58909,"protein_coding"
"P2ry1",18441,"protein_coding"
"Ctsj",26898,"protein_coding"
"Fbxw28",668758,"protein_coding"
"Rap2b",74012,"protein_coding"
"B430305J03Rik",NA,"protein_coding"
"Ptpn22",19260,"protein_coding"
"Wapl",218914,"protein_coding"
"Dhx8",217207,"protein_coding"
"Zfp46",22704,"protein_coding"
"Ctsq",104002,"protein_coding"
"Mak16",67920,"protein_coding"
"Slc9a7",236727,"protein_coding"
"Ctsr",56835,"protein_coding"
"Gm13283",545645,"protein_coding"
"Gm13290",545646,"protein_coding"
"Gm13289",545647,"protein_coding"
"Gm13272",545648,"protein_coding"
"Ifnz",319146,"protein_coding"
"Gm13276",545649,"protein_coding"
"Gm13277",545650,"protein_coding"
"Gm13278",545651,"protein_coding"
"Gm13275",545652,"protein_coding"
"Eif2b3",108067,"protein_coding"
"Golgb1",224139,"protein_coding"
"Emx1",13796,"protein_coding"
"Cts6",58518,"protein_coding"
"Cd3d",12500,"protein_coding"
"Prss54",70993,"protein_coding"
"Tigd2",68140,"protein_coding"
"Gprin3",243385,"protein_coding"
"Bend6",320705,"protein_coding"
"Cts8",56094,"protein_coding"
"Arhgef26",622434,"protein_coding"
"Fbxw10",213980,"protein_coding"
"Ephb1",270190,"protein_coding"
"Mchr1",207911,"protein_coding"
"Slc22a20",381203,"protein_coding"
"Entpd5",12499,"protein_coding"
"Gm13279",545653,"protein_coding"
"Grm8",14823,"protein_coding"
"Slc25a17",20524,"protein_coding"
"Mta3",116871,"protein_coding"
"Gm13285",545654,"protein_coding"
"Gm13287",545655,"protein_coding"
"Araf",11836,"protein_coding"
"Gins3",78833,"protein_coding"
"Gm13288",668208,"protein_coding"
"Ifna7",15970,"protein_coding"
"Ifna11",15964,"protein_coding"
"Ifna6",15969,"protein_coding"
"Hcls1",15163,"protein_coding"
"Rsbn1",229675,"protein_coding"
"Ifna5",15968,"protein_coding"
"Fut10",171167,"protein_coding"
"Prox1",19130,"protein_coding"
"Capn1",12333,"protein_coding"
"Ifna4",15967,"protein_coding"
"Ifna1",15962,"protein_coding"
"Zfp808",630579,"protein_coding"
"Ifne",230405,"protein_coding"
"Grid1",14803,"protein_coding"
"Ptch2",19207,"protein_coding"
"Gm5141",380850,"protein_coding"
"Plin1",103968,"protein_coding"
"St13",70356,"protein_coding"
"Fbp2",14120,"protein_coding"
"Sfxn5",94282,"protein_coding"
"4930596D02Rik",239036,"protein_coding"
"Rab29",226422,"protein_coding"
"4930474N05Rik",218921,"protein_coding"
"Tvp23b",67510,"protein_coding"
"Fbxo40",207215,"protein_coding"
"Cp",12870,"protein_coding"
"Fbp1",14121,"protein_coding"
"Ccser2",72972,"protein_coding"
"Cars2",71941,"protein_coding"
"Polq",77782,"protein_coding"
"Nucks1",98415,"protein_coding"
"Pex3",56535,"protein_coding"
"Fbxw22",382156,"protein_coding"
"Syvn1",74126,"protein_coding"
"Aopep",72061,"protein_coding"
"Cdrt4",66338,"protein_coding"
"Itpr1",16438,"protein_coding"
"Btbd19",78611,"protein_coding"
"Tekt3",71062,"protein_coding"
"Prdx6",11758,"protein_coding"
"Fbxw16",320083,"protein_coding"
"Etv4",18612,"protein_coding"
"Hnrnpr",74326,"protein_coding"
"Cd3e",12501,"protein_coding"
"Xpnpep3",321003,"protein_coding"
"Pex11a",18631,"protein_coding"
"Bbof1",72873,"protein_coding"
"Ddias",74041,"protein_coding"
"Tmem237",381259,"protein_coding"
"Fbxw19",235612,"protein_coding"
"Ing1",26356,"protein_coding"
"Syn1",20964,"protein_coding"
"Rnf113a2",66381,"protein_coding"
"Ky",16716,"protein_coding"
"Aldh6a1",104776,"protein_coding"
"Haao",107766,"protein_coding"
"Ankrd10",102334,"protein_coding"
"Adat2",66757,"protein_coding"
"Dnajb7",57755,"protein_coding"
"Rbx1",56438,"protein_coding"
"Tomm40",53333,"protein_coding"
"Fam241b",69894,"protein_coding"
"Mpzl2",14012,"protein_coding"
"Vsx2",12677,"protein_coding"
"Madd",228355,"protein_coding"
"Timp1",21857,"protein_coding"
"Stxbp5l",207227,"protein_coding"
"Zfp36l2",12193,"protein_coding"
"Ep300",328572,"protein_coding"
"Zfp523",224656,"protein_coding"
"Wdr93",626359,"protein_coding"
"Abcd4",19300,"protein_coding"
"Mpzl3",319742,"protein_coding"
"Neurog3",11925,"protein_coding"
"Cfp",18636,"protein_coding"
"Aig1",66253,"protein_coding"
"Spaca7b",76413,"protein_coding"
"Rgr",57811,"protein_coding"
"Fbxw15",382105,"protein_coding"
"Slc46a1",52466,"protein_coding"
"Mesp1",17292,"protein_coding"
"Elk1",13712,"protein_coding"
"Mesp2",17293,"protein_coding"
"Nwd1",319555,"protein_coding"
"Dmrta1",242523,"protein_coding"
"Prcp",72461,"protein_coding"
"Uxt",22294,"protein_coding"
"Dynlt4",242646,"protein_coding"
"Lrit1",239037,"protein_coding"
"Meox1",17285,"protein_coding"
"Lrit2",239038,"protein_coding"
"Tspan15",70423,"protein_coding"
"Zfp352",236537,"protein_coding"
"Fbxw24",382106,"protein_coding"
"Pmp22",18858,"protein_coding"
"Cdhr1",170677,"protein_coding"
"Mrpl49",18120,"protein_coding"
"Htr1d",15552,"protein_coding"
"Tnfsf4",22164,"protein_coding"
"L3mbtl2",214669,"protein_coding"
"Lin52",217708,"protein_coding"
"Luzp1",269593,"protein_coding"
"Fau",14109,"protein_coding"
"Hivep2",15273,"protein_coding"
"Rps6kc1",320119,"protein_coding"
"Fbxw25",546160,"protein_coding"
"2610528A11Rik",70045,"protein_coding"
"Ghitm",66092,"protein_coding"
"Jaml",270152,"protein_coding"
"Zfp182",319535,"protein_coding"
"Sost",74499,"protein_coding"
"Dhx36",72162,"protein_coding"
"Nectin2",19294,"protein_coding"
"Hs3st3b1",54710,"protein_coding"
"Plk3",12795,"protein_coding"
"Spaca5",278203,"protein_coding"
"Sarm1",237868,"protein_coding"
"Zfp300",245368,"protein_coding"
"Ssxa1",NA,"protein_coding"
"Znhit2",29805,"protein_coding"
"Tm7sf2",73166,"protein_coding"
"Fbxw18",546161,"protein_coding"
"Tnfsf18",240873,"protein_coding"
"Gm21876",NA,"protein_coding"
"Nrg3",18183,"protein_coding"
"Adgrg6",215798,"protein_coding"
"Agtr2",11609,"protein_coding"
"Gpr149",229357,"protein_coding"
"Fasl",14103,"protein_coding"
"Slc6a14",56774,"protein_coding"
"Hps3",12807,"protein_coding"
"Fbxw26",382109,"protein_coding"
"Fancc",14088,"protein_coding"
"Angel2",52477,"protein_coding"
"Itgax",16411,"protein_coding"
"Cox10",70383,"protein_coding"
"Scn2b",72821,"protein_coding"
"Fam110c",104943,"protein_coding"
"Sh2d4b",328381,"protein_coding"
"Gm28269",NA,"protein_coding"
"Dusp3",72349,"protein_coding"
"Scn4b",399548,"protein_coding"
"Rps8",20116,"protein_coding"
"Rps8",100040298,"protein_coding"
"Klhl13",67455,"protein_coding"
"Ndrg4",234593,"protein_coding"
"Tspan14",52588,"protein_coding"
"Gm6993",102635514,"protein_coding"
"Lamb1",16777,"protein_coding"
"Cep63",28135,"protein_coding"
"Vps51",68505,"protein_coding"
"Elavl2",15569,"protein_coding"
"Vta1",66201,"protein_coding"
"Vta1",125179616,"protein_coding"
"Prxl2a",70564,"protein_coding"
"Thada",240174,"protein_coding"
"Cep131",12009,"protein_coding"
"Gm28374",NA,"protein_coding"
"Tmem262",433215,"protein_coding"
"Zfpl1",81909,"protein_coding"
"Chadl",214685,"protein_coding"
"Nmbr",18101,"protein_coding"
"Nmbr",69412,"protein_coding"
"Rab11fip5",52055,"protein_coding"
"Suco",226551,"protein_coding"
"Wdr44",72404,"protein_coding"
"Rangap1",19387,"protein_coding"
"Snca",20617,"protein_coding"
"Gje1",76743,"protein_coding"
"Ttyh1",57776,"protein_coding"
"Noto",384452,"protein_coding"
"Fbxw27",76998,"protein_coding"
"Cdca5",67849,"protein_coding"
"Mme",17380,"protein_coding"
"Vegfa",22339,"protein_coding"
"Dydc2",71200,"protein_coding"
"Mmrn1",70945,"protein_coding"
"Spink8",78709,"protein_coding"
"Dydc1",69496,"protein_coding"
"Magi2",50791,"protein_coding"
"Cited2",17684,"protein_coding"
"Naaladl1",381204,"protein_coding"
"Txlnb",378431,"protein_coding"
"Anapc13",69010,"protein_coding"
"Gm5934",546272,"protein_coding"
"Mat1a",11720,"protein_coding"
"Vash2",226841,"protein_coding"
"Zfp800",627049,"protein_coding"
"Gm4297",100043216,"protein_coding"
"Tmprss4",214523,"protein_coding"
"Sac3d1",66406,"protein_coding"
"Gm5935",546282,"protein_coding"
"Snx15",69024,"protein_coding"
"Izumo3",69314,"protein_coding"
"Heca",380629,"protein_coding"
"Sftpa1",20387,"protein_coding"
"Gm5169",382277,"protein_coding"
"4930558K02Rik",75368,"protein_coding"
"Vtn",22370,"protein_coding"
"Abracl",73112,"protein_coding"
"Gm1993",100038977,"protein_coding"
"Gm12666",NA,"protein_coding"
"Bhlhe40",20893,"protein_coding"
"Setd6",66083,"protein_coding"
"Pigc",67292,"protein_coding"
"Mbl1",17194,"protein_coding"
"Zc3h7b",20286,"protein_coding"
"Kif2c",73804,"protein_coding"
"Reps1",19707,"protein_coding"
"Smim35",408059,"protein_coding"
"Arl2",56327,"protein_coding"
"Gcc1",74375,"protein_coding"
"Sftpd",20390,"protein_coding"
"Hs3st3a1",15478,"protein_coding"
"Flvcr1",226844,"protein_coding"
"Nme6",54369,"protein_coding"
"Cfap97d1",75437,"protein_coding"
"Smyd5",232187,"protein_coding"
"Sin3b",20467,"protein_coding"
"Gm5168",382275,"protein_coding"
"Batf2",74481,"protein_coding"
"Gm2832",100040545,"protein_coding"
"Gm5798",108168148,"protein_coding"
"Gm2012",100039030,"protein_coding"
"Gm7945",102634872,"protein_coding"
"Gm6482",102635554,"protein_coding"
"Gm7954",102635067,"protein_coding"
"Spata45",75558,"protein_coding"
"Sebox",18292,"protein_coding"
