Cluster	cluster	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
a	a	GO:0003002	regionalization	106/2147	454/28928	0.233480176211454	3.14583816369117	13.0483313385386	9.23172500218848e-27	5.44764092379142e-23	3.72281457719832e-23	Tbx2/Hoxa10/Hoxa4/Meox1/Hoxc8/Hoxc6/Smo/Kmt2a/Mef2c/Apc/Ctnnb1/Tgfbr1/Hipk1/Wnt2/Fuz/Aldh1a2/Hoxa2/Gata5/Wt1/Kif3a/Psen1/Ascl1/Frs2/Ccdc103/Gli3/Ror2/Bmpr1a/Gata4/Hoxc10/Ift140/Dync2li1/Mib1/Ring1/Sufu/Gdf11/Nrp1/Vangl2/Bmi1/Zeb2/Lhx3/Ift74/Sema3c/Smarcd3/Ctnnbip1/Lrp6/Ift122/Nr2f2/Disp1/Fgfr2/Sfrp1/Ednra/Irx3/Smad3/Chsy1/Rpgrip1l/Pbx2/Crb2/Hoxc9/Meox2/Pcdh8/Alx1/Smad6/Spry1/Hand1/Wdr19/Tbc1d32/Hand2/Hoxa7/Hoxa5/Hoxb5/Cc2d2a/Gas8/Daam2/Alx4/Gpr161/Rfx3/Isl1/Foxf1/Ppp2r3a/Hoxa6/Emx2/Foxc2/Tshz1/Dync2h1/C2cd3/Pskh1/Hoxb3/Tmem67/Nkx3-2/Foxc1/Acvr2a/Bmpr1b/Pbx1/Kdm2a/Gpc3/Irx1/Hipk2/Cyp26b1/Anks6/Bmpr2/Nr2f1/Hoxc4/Hoxb2/Foxd1/Hoxa3/Pierce2	106
a	a	GO:0003007	heart morphogenesis	80/2147	301/28928	0.26578073089701	3.58104563734919	12.7451613461338	2.43660702970252e-24	7.18920904113728e-21	4.91296922673176e-21	Tbx2/Sox9/Sec24b/Smo/Rac1/Dvl3/Insr/Mef2c/Gata6/Ctnnb1/Tgfbr1/Zmiz1/Mrtfb/Tafazzin/Prox1/Wnt2/Aldh1a2/Gata3/Gata5/Tbx5/Kif3a/Psen1/Id2/Ccdc103/Sav1/Bmpr1a/Gata4/Fgf9/Angpt1/Has2/Tab1/Emp2/Snai2/Adamts1/Mib1/Pdcd4/Sufu/Nrp1/Tnni1/Vangl2/Olfm1/Sema3c/Smarcd3/Ncor2/Ephb4/Lrp6/Fgfr2/Kat6a/Ednra/Egln1/Bmp5/Nedd4/Smad3/Arid2/Twist1/Npy1r/Smad6/Spry1/Hand1/Hand2/Tgfb2/Thbs1/Isl1/Pbrm1/Foxf1/Fzd1/Foxc2/Fat4/C2cd3/Zfpm1/Fzd2/Foxc1/Kdm2a/Gja5/Nsd2/Sox11/Dhrs3/Bmpr2/Tmem100/Sox4	80
a	a	GO:0048562	embryonic organ morphogenesis	85/2147	347/28928	0.244956772334294	3.30047019566207	12.2066632508347	3.53129414997566e-23	6.94605559300212e-20	4.74680276791465e-20	Tbx2/Sox9/Hoxa4/Sec24b/Smo/Rac1/Prkra/Dvl3/Mef2c/Ctnnb1/Tgfbr1/Fzd3/Hipk1/Bcr/Prox1/Fuz/Cdh23/Aldh1a2/Hoxa2/Gata2/Gata3/Rarb/Kif3a/Psen1/Frs2/Wdpcp/Id2/Ccdc103/Tshr/Gli3/Ror2/Gata4/Fgf9/Ift140/Zeb1/Mib1/Fbn2/Tcf7l2/Sufu/Vangl2/Bmi1/Frzb/Gnas/Pdgfra/Lrp6/Ift122/Fgfr2/Ednra/Stra6/Smad3/Crb2/Twist1/Hoxc9/Alx1/Hand1/Wdr19/Hand2/Hoxa7/Hoxa5/Foxf2/Hoxb5/Bloc1s5/Tgfb2/Hlx/Prrx2/Alx4/Dync2i1/Foxf1/Tcf21/Slitrk6/Foxc2/Tshz1/C2cd3/Hoxb3/Nkx3-2/Fzd2/Kdm2a/Ankrd24/Pou3f4/Hipk2/Sox11/Phactr4/Hoxc4/Hoxb2/Hoxa3	85
a	a	GO:0016055	Wnt signaling pathway	99/2147	467/28928	0.211991434689507	2.85630564634284	11.4508354427651	9.37944317487595e-22	1.38370235437357e-18	9.45595968498678e-19	Sox9/Pfdn5/Rac1/Hbp1/Grk5/Dvl3/Apc/Ctnnb1/Fzd3/Wnt2/Fuz/Amotl1/Gata3/Cmah/Ctdnep1/Psen1/Fbxw11/Gli3/Spin1/Ror2/Fgf9/Amer2/Sema5a/Snai2/Gsk3b/Calcoco1/Nfatc4/Bambi/Ccny/Cdh2/Gnaq/Tmem132a/Tcf7l2/Csnk1d/Limd1/Xiap/Vangl2/Abl1/Zeb2/Frzb/Mdk/Spef1/Ift80/Nfkb1/Cdk14/Ctnnbip1/Lrp6/Fgfr2/Adgra2/Tnks/Sfrp1/Ednra/Smad3/Kank1/Ccar2/Tmem131l/Tle2/Pygo1/Ror1/Bcl9/Rnf146/Rbms3/Lats1/Tax1bp3/Ankrd6/Daam2/Sox30/Zbed3/Isl1/Ppp2r3a/Cxxc4/Shisa2/Dact1/Fzd1/Gskip/Jrk/Zbtb33/Tmem67/Fzd4/Shisa3/Fzd2/Amer1/Adnp/Fgfr3/Gpc3/Hmga2/Usp47/Frat1/Peg12/Trabd2b/Spin4/Mcc/Sox4/Foxd1/Bbip1/Zfp703/Tmem170b/Tpbgl/Foxl1	99
a	a	GO:0072001	renal system development	88/2147	390/28928	0.225641025641026	3.04021592442645	11.4855287960251	2.3141109289458e-21	2.73111371834183e-18	1.86639136185081e-18	Sox9/Serpinf1/Efnb2/Smo/Mef2c/Apc/Ctns/Ctnnb1/Tgfbr1/Id3/Hdac5/Prox1/Aldh1a2/Klhl3/Gata3/Wt1/Ift27/Rarb/Kif3a/Wdpcp/Id2/Nf1/Ttc8/Tshz3/Gli3/Smad5/Vcan/Angpt1/Has2/Adamts1/Gfra1/Maged1/Gdf11/Nrp1/Cflar/Vangl2/Gzf1/Smad9/Ppp3ca/Epha7/Ctnnbip1/Pdgfra/Cux1/Fgfr2/Angpt2/Sfrp1/Hpgd/Ednra/Nek1/Smad1/Irx3/Bmper/Kirrel3/Stra6/Smad3/Rpgrip1l/Pygo1/Wnk4/Smad6/Spry1/Rara/Tbc1d32/BC028528/Tgfb2/Cc2d2a/Magi2/Foxf1/Emx2/Tcf21/Foxc2/Fat4/Cd24a/Dync2h1/Hs3st3a1/Tmem67/Foxc1/Amer1/Pbx1/Lamb2/Gpc3/Dtnbp1/Irx1/Erbb4/Cyp26b1/Sox11/Anks6/Sox4/Foxd1	88
a	a	GO:0030111	regulation of Wnt signaling pathway	79/2147	329/28928	0.240121580547112	3.23532234842425	11.5456133809568	4.62543305122445e-21	4.54911340587925e-18	3.10877789811243e-18	Sox9/Pfdn5/Apc/Ctnnb1/Fuz/Cmah/Ctdnep1/Psen1/Gli3/Spin1/Ror2/Fgf9/Amer2/Sema5a/Snai2/Gsk3b/Nfatc4/Bambi/Ccny/Cdh2/Gnaq/Tmem132a/Tcf7l2/Csnk1d/Limd1/Xiap/Vangl2/Abl1/Zeb2/Frzb/Mdk/Spef1/Ift80/Nfkb1/Cdk14/Ctnnbip1/Lrp6/Fgfr2/Adgra2/Tnks/Sfrp1/Smad3/Kank1/Ccar2/Tmem131l/Tle2/Rnf146/Rbms3/Lats1/Tax1bp3/Ankrd6/Daam2/Sox30/Zbed3/Isl1/Ppp2r3a/Cxxc4/Shisa2/Dact1/Fzd1/Gskip/Jrk/Shisa3/Amer1/Adnp/Fgfr3/Gpc3/Hmga2/Usp47/Frat1/Peg12/Trabd2b/Spin4/Mcc/Sox4/Zfp703/Tmem170b/Tpbgl/Foxl1	79
a	a	GO:0050807	regulation of synapse organization	87/2147	390/28928	0.223076923076923	3.00566801619433	11.2910390902583	8.68556126723895e-21	7.32192814828244e-18	5.00366694959285e-18	Rac1/Efnb3/Chmp2b/Mef2c/Ctnnb1/Adgrl1/Ptprs/Fyn/Psen1/Cyfip2/Nf1/Dlg4/Myh10/Cap2/Ror2/Fam107a/Nefl/Carmil3/Il1rap/Igsf11/Gsk3b/Itsn1/Nfatc4/Cdh2/Cbln2/Ube3a/St8sia2/Itgb1/Stau2/Sema4c/Vangl2/Abl1/Adgrl2/Epha7/Ptprd/Prmt8/Strn4/Rbmx/Gripap1/Dcx/Mecp2/Dctn1/Egln1/Nedd4/Clstn2/Ephb1/Ppp1r9a/Adgrb3/Nrxn2/Zdhhc15/Setd5/Ptpn13/Lrrn1/Dbn1/Lrfn5/Zdhhc17/Lrrn3/Pcdh8/Cdh8/Slitrk2/Arhgap33/Shank2/Adgrl3/Adgrl4/Magi2/Lats1/Grid1/Cux2/Dact1/Fzd1/Slitrk6/Efna5/Adnp/Flrt3/Nlgn2/Il1rapl1/Lrrtm4/Ptprt/Ntrk2/Dtnbp1/Dock1/Ntrk3/Il1rapl2/Kalrn/Zfp804a/Grid2/Slitrk1	87
a	a	GO:0007416	synapse assembly	74/2147	304/28928	0.243421052631579	3.2797783933518	11.3140628977885	3.50976146310388e-20	2.31740233598002e-17	1.58366884277231e-17	Efnb2/Rac1/Efnb3/Large1/Mef2c/Ctnnb1/Adgrl1/Ptprs/Crk/Cyfip2/Dlg4/Fam107a/Carmil3/Il1rap/Igsf11/Gsk3b/Cdh2/Cbln2/Arhgef9/St8sia2/Stau2/Sema4c/Abl1/Adgrl2/Epha7/Ptprd/Dock7/Efnb1/Dcx/Gabre/Gabra3/Mecp2/Kirrel3/Clstn2/Ephb1/Ppp1r9a/Adgrb3/Nrxn2/Setd5/Ptpn13/Lrrn1/Pcdh17/Lrfn5/Lrrn3/Slitrk2/Arhgap33/Shank2/Adgrl3/Adgrl4/Zdhhc2/Magi2/Lats1/Sdk2/Cux2/Fzd1/Slitrk6/Efna5/Lrrc4/Dscam/Adnp/Flrt3/Nlgn2/Il1rapl1/Lrrtm4/Plxnb1/Ntrk2/Dock1/Ntrk3/Il1rapl2/Pclo/Erbb4/Cbln4/Grid2/Slitrk1	74
a	a	GO:0050803	regulation of synapse structure or activity	87/2147	398/28928	0.218592964824121	2.94525257868289	11.0642243950369	3.53442145802748e-20	2.31740233598002e-17	1.58366884277231e-17	Rac1/Efnb3/Chmp2b/Mef2c/Ctnnb1/Adgrl1/Ptprs/Fyn/Psen1/Cyfip2/Nf1/Dlg4/Myh10/Cap2/Ror2/Fam107a/Nefl/Carmil3/Il1rap/Igsf11/Gsk3b/Itsn1/Nfatc4/Cdh2/Cbln2/Ube3a/St8sia2/Itgb1/Stau2/Sema4c/Vangl2/Abl1/Adgrl2/Epha7/Ptprd/Prmt8/Strn4/Rbmx/Gripap1/Dcx/Mecp2/Dctn1/Egln1/Nedd4/Clstn2/Ephb1/Ppp1r9a/Adgrb3/Nrxn2/Zdhhc15/Setd5/Ptpn13/Lrrn1/Dbn1/Lrfn5/Zdhhc17/Lrrn3/Pcdh8/Cdh8/Slitrk2/Arhgap33/Shank2/Adgrl3/Adgrl4/Magi2/Lats1/Grid1/Cux2/Dact1/Fzd1/Slitrk6/Efna5/Adnp/Flrt3/Nlgn2/Il1rapl1/Lrrtm4/Ptprt/Ntrk2/Dtnbp1/Dock1/Ntrk3/Il1rapl2/Kalrn/Zfp804a/Grid2/Slitrk1	87
a	a	GO:0060485	mesenchyme development	77/2147	328/28928	0.234756097560976	3.16302952503209	11.1550283431077	6.17510057293486e-20	3.64392684808886e-17	2.49019055735931e-17	Tbx2/Sox9/Loxl3/Meox1/Smo/Fbxo11/Mef2c/Ctnnb1/Tgfbr1/Wnt2/Fuz/Aldh1a2/Gata3/Gata5/Wt1/Tbx5/Bmpr1a/Gata4/Fgf9/Sema5a/Has2/Emp2/Snai2/Gsk3b/Bambi/Slc39a6/Cdh2/Pdcd4/Tcf7l2/Nrp1/Sema4c/Vangl2/Olfm1/Zeb2/Frzb/Sema6d/Mdk/Bnc2/Sema3c/Lrp6/Fgfr2/Efnb1/Sfrp1/Ednra/Bmp5/Nedd4/Smad3/Crb2/Twist1/Alx1/Spry1/Hand1/Hand2/Hoxa5/Cul7/Tgfb2/Ncam1/Thbs1/Isl1/Foxf1/Tcf21/Foxc2/Foxc1/Amer1/Epha3/Hmga2/Mcrip1/Qki/Erbb4/Clasp1/Phactr4/Bmpr2/Usf3/Tmem100/Sox4/Foxd1/Zfp703	77
a	a	GO:0001654	eye development	95/2147	473/28928	0.200845665961945	2.7061310782241	10.5929761542498	3.14704334950745e-19	1.42851560041873e-16	9.76220491656928e-17	Tbx2/Sox9/Serpinf1/Pfdn5/Large1/Apc/Ctns/Bbs1/Ctnnb1/Tgfbr1/Hipk1/Prox1/Aldh1a2/Gata3/Wt1/Rarb/Psen1/Meis1/Frs2/Wdpcp/Nf1/Myh10/Ttc8/Gli3/Agtpbp1/Fgf9/Ift140/Zeb1/Ring1/Fbn2/Gdf11/Nrp1/Stau2/Vim/Lamc3/Zeb2/Meis2/Nphp1/Casp6/Smarcd3/Pdgfra/Tspan12/Lrp6/Ift122/Fgfr2/Dcx/Stra6/Smad3/Ephb1/Rpgrip1l/Scaper/Pds5b/Pbx2/Crb2/Bbs10/Twist1/Rorb/Spry1/Wdr19/Rara/Tbc1d32/Foxf2/Pbx3/Tgfb2/Cc2d2a/Six5/Meis3/Sdk2/Ppp2r3a/Slitrk6/Tmem215/Foxc2/Fzd4/Dscam/Foxc1/Bmpr1b/Pbx1/Lamb2/Adamts18/Fgfr3/Ntrk2/Dtnbp1/Arhgap35/Ntrk3/Hipk2/Kdr/Sox11/Phactr4/Hmgb1/Bmpr2/Col8a1/Zhx2/Grcc10/Fat3/Sox4	95
a	a	GO:0048880	sensory system development	96/2147	483/28928	0.198757763975155	2.67799934619157	10.5297172366337	4.3025633190501e-19	1.81353043897962e-16	1.23933233648729e-16	Tbx2/Sox9/Serpinf1/Pfdn5/Large1/Apc/Ctns/Bbs1/Ctnnb1/Tgfbr1/Hipk1/Prox1/Aldh1a2/Gata3/Wt1/Rarb/Psen1/Meis1/Frs2/Wdpcp/Nf1/Myh10/Ttc8/Gli3/Agtpbp1/Fgf9/Ift140/Zeb1/Ring1/Fbn2/Gdf11/Nrp1/Stau2/Vim/Lamc3/Zeb2/Meis2/Nphp1/Casp6/Smarcd3/Pdgfra/Tspan12/Lrp6/Ift122/Fgfr2/Dcx/Stra6/Smad3/Ephb1/Rpgrip1l/Scaper/Pds5b/Pbx2/Crb2/Bbs10/Twist1/Rorb/Spry1/Wdr19/Rara/Tbc1d32/Foxf2/Pbx3/Tgfb2/Cc2d2a/Six5/Meis3/Sdk2/Isl1/Ppp2r3a/Slitrk6/Tmem215/Foxc2/Fzd4/Dscam/Foxc1/Bmpr1b/Pbx1/Lamb2/Adamts18/Fgfr3/Ntrk2/Dtnbp1/Arhgap35/Ntrk3/Hipk2/Kdr/Sox11/Phactr4/Hmgb1/Bmpr2/Col8a1/Zhx2/Grcc10/Fat3/Sox4	96
a	a	GO:0003205	cardiac chamber development	57/2147	204/28928	0.279411764705882	3.76470588235294	11.2200782697264	7.59777765902908e-19	2.80215537287066e-16	1.91493988235134e-16	Tbx2/Smo/Ltbp1/Dvl3/Mef2c/Gata6/Ctnnb1/Tgfbr1/Prox1/Wnt2/Fuz/Gata3/Tbx5/Frs2/Id2/Myh10/Sav1/Trip11/Bmpr1a/Gata4/Fgf9/Tab1/Adamts1/Sufu/Nrp1/Tnni1/Vangl2/Lmo4/Sema3c/Smarcd3/Lrp6/Fgfr2/Ednra/Egln1/Bmp5/Stra6/Smad6/Hand1/Kcnk2/Hand2/Tgfb2/Isl1/Foxf1/Fzd1/Foxc2/Zfpm1/Fzd2/Foxc1/Kif7/Maml1/Gja5/Nsd2/Tmem65/Sox11/Dhrs3/Bmpr2/Sox4	57
a	a	GO:0090596	sensory organ morphogenesis	74/2147	341/28928	0.217008797653959	2.92390801049545	10.1188585921574	3.51603739635149e-17	1.03740683379351e-14	7.08944171864345e-15	Tbx2/Sox9/Sec24b/Rac1/Prkra/Dvl3/Large1/Ctnnb1/Fzd3/Hipk1/Bcr/Prox1/Fuz/Cdh23/Hoxa2/Gata2/Gata3/Rarb/Meis1/Frs2/Wdpcp/Nf1/Tshr/Ttc8/Gli3/Ror2/Agtpbp1/Fgf9/Zeb1/Ring1/Fbn2/Gdf11/Stau2/Vangl2/Frzb/Casp6/Tspan12/Lrp6/Ift122/Fgfr2/Ednra/Stra6/Ephb1/Rpgrip1l/Crb2/Bbs10/Twist1/Rorb/Wdr19/Foxf2/Bloc1s5/Prrx2/Sdk2/Ppp2r3a/Slitrk6/Tmem215/Tshz1/Nkx3-2/Dscam/Fzd2/Fgfr3/Ankrd24/Ntrk2/Pou3f4/Hipk2/Kdr/Cyp26b1/Sox11/Phactr4/Col8a1/Zhx2/Grcc10/Fat3/Sox4	74
a	a	GO:0014855	striated muscle cell proliferation	36/2147	96/28928	0.375	5.05263157894737	11.2613299017175	6.38941796853737e-17	1.795426449159e-14	1.2269604129056e-14	Tbx2/Mef2c/Gata6/Apc/Ctnnb1/Tgfbr1/Wnt2/Tbx5/Prkar1a/Myh10/Sav1/Bmpr1a/Gata4/Fgf9/Angpt1/Cxadr/Ndc80/Megf10/Jak2/Cflar/Mstn/Abl1/Hgf/Foxp1/Fgfr2/Fgf20/Smad1/Ephb1/Arid2/Kcnk2/Tgfb2/Ncam1/Six5/Foxc2/Foxc1/Erbb4	36
a	a	GO:0048738	cardiac muscle tissue development	66/2147	290/28928	0.227586206896552	3.06642468239564	10.0138610852576	1.46538773135308e-16	3.90762503124956e-14	2.67039689878023e-14	Tbx2/Efnb2/Large1/Mef2c/Gata6/Apc/Ctnnb1/Tgfbr1/Mrtfb/Tafazzin/Prox1/Wnt2/Aldh1a2/Gata5/Wt1/Rarb/Tbx5/Meis1/Frs2/Sgcd/Prkar1a/Id2/Myh10/Sav1/Bmpr1a/Gata4/Fgf9/Angpt1/Popdc2/Gsk3b/Cxadr/Itgb1/Creb1/Casp8/Speg/Tnni1/Abl1/Pdgfra/Foxp1/Lrp6/Fgfr2/Mecp2/Fgf20/Ednra/Smad1/Irx3/Egln1/Bmp5/Arid2/Hand1/Kcnk2/Rara/Hand2/Rgs4/Tgfb2/Ncam1/Isl1/Foxc2/Zfpm1/Foxc1/Maml1/Sox6/Gja5/Erbb4/Akap13/Bves	66
a	a	GO:0060562	epithelial tube morphogenesis	81/2147	404/28928	0.200495049504951	2.70140698280354	9.75097414308472	1.52305330823148e-16	3.90762503124956e-14	2.67039689878023e-14	Tbx2/Sox9/Sec24b/Efnb2/Smo/Prkacb/Mef2c/Ctns/Ctnnb1/Fzd3/Hdac5/Wnt2/Fuz/Aldh1a2/Klhl3/Gata3/Wt1/Kif3a/Psen1/Ccdc103/Gli3/Gata4/Sema5a/Angpt1/Nfatc4/Mib1/Maged1/Sufu/Nrp1/Casp8/Sema4c/Vangl2/Abl1/Zeb2/Mdk/Gzf1/Lmo4/Map3k7/Epha7/Tnc/Ctnnbip1/Pdgfra/Foxp1/Lrp6/Ift122/Fgfr2/Sfrp1/Ednra/Irx3/Bmp5/Smad3/Specc1l/Wnk4/Twist1/Alx1/Spry1/Hand1/Rara/Hand2/Hoxa5/BC028528/Tgfb2/Cc2d2a/Foxf1/Tcf21/Foxc2/Fat4/C2cd3/Adamts12/Hs3st3a1/Tmem67/Pbx1/Kdm2a/Gpc3/Hmga2/Arhgap35/Irx1/Kdr/Phactr4/Rgma/Foxd1	81
a	a	GO:0048762	mesenchymal cell differentiation	61/2147	263/28928	0.231939163498099	3.12507504502702	9.80235660335188	8.04391403611053e-16	1.89868546908353e-13	1.29752567041429e-13	Sox9/Loxl3/Smo/Fbxo11/Mef2c/Ctnnb1/Tgfbr1/Wnt2/Fuz/Aldh1a2/Gata3/Gata5/Bmpr1a/Sema5a/Has2/Emp2/Snai2/Gsk3b/Bambi/Slc39a6/Cdh2/Pdcd4/Tcf7l2/Nrp1/Sema4c/Vangl2/Olfm1/Zeb2/Frzb/Sema6d/Mdk/Sema3c/Lrp6/Fgfr2/Efnb1/Sfrp1/Ednra/Smad3/Crb2/Twist1/Alx1/Spry1/Hand2/Cul7/Tgfb2/Ncam1/Isl1/Tcf21/Foxc2/Foxc1/Amer1/Epha3/Hmga2/Mcrip1/Qki/Erbb4/Clasp1/Phactr4/Usf3/Tmem100/Zfp703	61
a	a	GO:0061448	connective tissue development	70/2147	334/28928	0.209580838323353	2.82382603214623	9.49234496103665	1.66610992315227e-15	3.64137579871169e-13	2.48844721855608e-13	Pparg/Sox9/Dyrk1b/Large1/Mef2c/Ncoa2/Bbs1/Ctnnb1/Tgfbr1/Hyal2/Gata3/Wt1/Rarb/Id2/Trip11/Gli3/Ror2/Pitx1/Smad5/Bmpr1a/Fgf9/Snai2/Zeb1/Cflar/Col9a1/Frzb/Mdk/Otor/Gnas/Pik3ca/Ift80/Smad9/Ecm1/Ppargc1a/Lrp6/Smad1/Snx19/Bmp5/Smad3/Pth1r/Chsy1/Atp7a/Tgfbi/Mex3c/Hand1/Rara/Hand2/Hoxa5/Creb3l2/Trps1/Tgfb2/Prrx2/Thbs1/Sox5/Foxc2/Adamts12/Hoxb3/Nkx3-2/Amer1/Sox6/Bmpr1b/Creb5/Fgfr3/Fto/Mia3/Hmga2/Bmpr2/Hoxc4/Foxd1/Hoxa3	70
a	a	GO:0031346	positive regulation of cell projection organization	87/2147	471/28928	0.184713375796178	2.48876969493798	9.22354225511489	2.01885003660708e-15	4.25472645214943e-13	2.9075994324217e-13	Serpinf1/Bcl11a/Rac1/Metrn/Dvl3/Igf1r/Apc/Eps8l1/Tgfbr1/Fuz/Fyn/Cdkl3/Kif3c/Nf1/Dlg4/Nin/Ror2/Nefl/Sema5a/Gsk3b/Chodl/Adamts1/Adcyap1/Itgb1/Nrp1/Stau2/Cflar/Mstn/Stk25/Abl1/Zeb2/Mdk/Lrrc7/Ptprd/Hgf/Cxcl5/Gpc2/Cux1/Lrp6/Mark4/Dcx/Ikbkb/Bmp5/Tmem30a/Ccdc88a/Ppp1r9a/Atp7a/Zdhhc15/Pla2g3/Dbn1/Ror1/Palm/Lpar3/Rab8b/Apbb1/Rab11fip3/Cul7/Creb3l2/Fnbp1l/Magi2/Tox/Cdc42ep4/Cux2/Fzd1/Cd24a/Efna5/Ndnf/Tenm2/Tmem67/Clip1/Fzd4/Dscam/Adnp/Il1rapl1/Epha3/Plxnb1/Ntrk2/Arhgap35/Ntrk3/Septin9/Kalrn/Qki/Bmpr2/Rgma/Zfp804a/Slitrk1/Pcp4	87
a	a	GO:0051216	cartilage development	56/2147	234/28928	0.239316239316239	3.22447143499775	9.67372060984347	2.86672031707272e-15	5.83328158311936e-13	3.98635409608189e-13	Sox9/Mef2c/Bbs1/Ctnnb1/Tgfbr1/Hyal2/Gata3/Rarb/Trip11/Gli3/Ror2/Pitx1/Smad5/Bmpr1a/Fgf9/Snai2/Zeb1/Col9a1/Frzb/Mdk/Otor/Gnas/Ift80/Smad9/Ecm1/Lrp6/Smad1/Snx19/Bmp5/Smad3/Pth1r/Chsy1/Atp7a/Tgfbi/Mex3c/Hand1/Rara/Hand2/Hoxa5/Creb3l2/Trps1/Tgfb2/Prrx2/Thbs1/Sox5/Adamts12/Hoxb3/Nkx3-2/Sox6/Bmpr1b/Fgfr3/Mia3/Hmga2/Bmpr2/Hoxc4/Hoxa3	56
a	a	GO:0060541	respiratory system development	64/2147	293/28928	0.218430034129693	2.94305730195797	9.46509876685202	3.43260621927606e-15	6.751936433316e-13	4.61414541264792e-13	Tbx2/Sox9/Loxl3/Sec24b/Gata6/Ctnnb1/Man1a2/Prox1/Wnt2/Fuz/Aldh1a2/Wt1/Tbx5/Ascl1/Wdpcp/Sav1/Tshz3/Gli3/Bmpr1a/Gata4/Fgf9/Tab1/Foxp4/Smchd1/Tnrc6c/Creb1/Igfbp5/Speg/Vangl2/Lhx3/Rbbp9/Tnc/Pdgfra/Ncor2/Cux1/Foxp1/Lrp6/Disp1/Fgfr2/Ano1/Mecp2/Crispld2/Anxa2/Stra6/Rpgrip1l/Atp7a/Zfp157/Spry1/Rara/Hoxa5/Id1/Foxf1/Tcf21/Atxn1/Tmem67/Fgfr3/Gpc3/Hmga2/Hipk2/Kdr/Sox11/Hmgb1/Bmpr2/Atxn1l	64
a	a	GO:1901888	regulation of cell junction assembly	66/2147	309/28928	0.213592233009709	2.87787429739397	9.39664577144557	4.05033918348645e-15	7.46907860054798e-13	5.1042267802423e-13	Rac1/Efnb3/Mef2c/Ctnnb1/Adgrl1/Ptprs/Tbx5/Wdpcp/Cyfip2/Dlg4/Fam107a/Carmil3/Il1rap/Snai2/Igsf11/Gsk3b/Cbln2/St8sia2/Nrp1/Stau2/Sema4c/Abl1/Ptpra/Nphp1/Adgrl2/Epha7/Ptprd/Dcx/Arhgap6/Ikbkb/Irx3/Smad3/Clstn2/Ephb1/Ppp1r9a/Adgrb3/Nrxn2/Setd5/Ptpn13/Lrrn1/Lrfn5/Lrrn3/Slitrk2/Arhgap33/Adgrl3/Adgrl4/Lats1/Cux2/Fzd1/Slitrk6/Efna5/Adnp/Flrt3/Nlgn2/Il1rapl1/Epha3/Lrrtm4/Ntrk2/Dock1/Ntrk3/Il1rapl2/Kdr/Clasp1/Dusp22/Grid2/Slitrk1	66
a	a	GO:0048705	skeletal system morphogenesis	60/2147	269/28928	0.223048327137546	3.00528272353747	9.3556843590898	9.19919572976079e-15	1.64498345458541e-12	1.12415052123488e-12	Sox9/Hoxa4/Hoxc8/Prkra/Mef2c/Ctnnb1/Tgfbr1/Hyal2/Fuz/Hoxa2/Rarb/Psen1/Trip11/Gli3/Ror2/Has2/Ift140/Zeb1/Fbn2/Col9a1/Bmi1/Otor/Gnas/Ift80/Pdgfra/Lrp6/Fgfr2/Sfrp1/Smad3/Chsy1/Inppl1/Twist1/Hoxc9/Alx1/Wdr19/Rara/Hoxa7/Hoxa5/Hoxb5/Tgfb2/Prrx2/Thbs1/Alx4/Sox5/Dync2i1/Foxc2/Hoxb3/Nkx3-2/Foxc1/Sox6/Bmpr1b/Fgfr3/Frem1/Cyp26b1/Sox11/Dhrs3/Bmpr2/Hoxc4/Hoxb2/Hoxa3	60
a	a	GO:0051963	regulation of synapse assembly	51/2147	208/28928	0.245192307692308	3.30364372469636	9.44080632023392	1.74648199321154e-14	3.03117360057098e-12	2.07144659937877e-12	Rac1/Efnb3/Mef2c/Ctnnb1/Adgrl1/Ptprs/Cyfip2/Dlg4/Fam107a/Carmil3/Il1rap/Igsf11/Gsk3b/Cbln2/St8sia2/Stau2/Sema4c/Adgrl2/Epha7/Ptprd/Dcx/Clstn2/Ephb1/Ppp1r9a/Adgrb3/Nrxn2/Setd5/Ptpn13/Lrrn1/Lrfn5/Lrrn3/Slitrk2/Arhgap33/Adgrl3/Adgrl4/Lats1/Cux2/Fzd1/Slitrk6/Efna5/Adnp/Flrt3/Nlgn2/Il1rapl1/Lrrtm4/Ntrk2/Dock1/Ntrk3/Il1rapl2/Grid2/Slitrk1	51
a	a	GO:0007224	smoothened signaling pathway	45/2147	169/28928	0.266272189349112	3.58766739333541	9.55254826280006	2.43054378157896e-14	3.87638887975607e-12	2.64905070475932e-12	Smo/Prkacb/Hipk1/Fuz/Ift27/Ro60/Kif3a/Cfap410/Wdpcp/Gli3/Ror2/Fgf9/Ift140/Sufu/Ift80/Ift81/Gpc2/Ift122/Ttc23/Disp1/Fgfr2/Sfrp1/Chsy1/Stk36/Rpgrip1l/Hhat/Wdr19/Ptpdc1/Tbc1d32/Prrx2/Cc2d2a/Gorab/Gas8/Gpr161/Isl1/Foxf1/Zfp423/Kctd11/Dync2h1/C2cd3/Kif7/Fgfr3/Gpc3/Hipk2/Efcab7	45
