"","ESC_Rep1","ESC_Rep2","Epi_Rep1","Epi_Rep2","Meso_Rep2","OSC-D7_Rep1","OSC-D7_Rep2","OSC-D8_Rep1","OSC-D8_Rep2","OSC-D9_Rep1","OSC-D9_Rep2","OSC-D10_Rep1","OSC-D10_Rep2"
"Dlk2",0,0.11,0.09,0,0,0.16,0.05,0.24,0,0.17,0.16,1.18,0.75
"Xxylt1",11.57,18.89,14.08,12.89,14.06,23.06,23.69,19.46,22.22,25.56,19.77,26.21,24.9
"Erfe",0.73,0.85,9,7.34,6.15,0.69,0.94,0.65,0.34,0.41,0.86,0.98,0.84
"Arl4a",22.76,20.65,28.2,46.5,23.66,22.53,25.92,42.13,39.29,36.61,32.33,26.29,24.65
"Gphn",4.57,6.21,4.45,4.21,11.86,16.78,9.16,14.17,13.28,20.83,13.59,15.44,13.57
"Dynlrb1",242.27,243.59,248,189.61,214.61,393.29,237.73,359.4,300.49,456.52,251.12,383.26,391.34
"Ark2n",13.33,24.37,21.04,23.36,16.13,14.01,12.39,9.72,11.35,10.8,9.03,8.74,7.66
"Zfp30",1.38,1.81,0.97,0.98,2.22,9.61,9.98,14.29,12.61,14.32,12.62,11.4,11.55
"Klhl34",2.53,7.78,0.13,0.27,0,0.04,0,0,0.05,0,0.03,0.04,0.06
"Inhbe",0,0.03,0.33,0.22,0.18,0,0,0,0,0,0,0.02,0
"Dlgap2",0.16,1.24,0.06,0.03,0,1.29,1.23,0.85,0.69,0.5,0.83,1.52,0.81
"Rnf152",0.36,0.2,0.26,0.36,0.22,0.74,0.67,0.39,0.43,0.69,0.48,1.3,0.8
"Adamts12",0.05,0.02,0.06,0.08,0.02,40.69,35.21,19.01,22.17,19.58,16.27,16.52,15.67
"Cldn4",39.72,60.12,38.57,57.38,9.28,0.48,1.58,0.54,1.17,0.77,1.68,5.11,3.32
"Mroh7",0.06,0.06,0.25,0.11,0.14,0,0.03,0.5,0.09,0.18,0,0.34,0.14
"Baiap3",0.27,0.27,0.53,0.22,0.04,1.09,1.04,1.67,2.76,4.02,3.45,2.82,7.98
"Or2v2",0,0,0,0,0,0,0.04,0,0,0,0.07,0,0
"Tspyl1",21.2,23.3,16.72,21.66,21.15,53.67,44.71,55.66,60.34,62.21,59.04,60.39,63.69
"BC049715",0.67,0.3,0.25,0.06,0.36,0.37,0.11,0.25,0.28,0.45,0.58,0.21,0.18
"Dmbt1",0,0,0.04,0.03,0,0,0,0,0,0,0,0.58,0.04
"Slfnl1",0,0,0,0,0.19,0.05,0,0,0.36,0.04,0,0.05,0.07
"Flacc1",0,0.13,0,0,0,0,0,0,0,0,0,0,0
"Rtp2",0,0,0,0.06,0,0.03,0,0,0,0,0,0,0
"Mis18bp1",19.2,23.5,16.73,18.16,15.49,16.53,17.47,12.63,16.53,17.33,17.16,15.68,14.16
"Fbxo28",28.7,37.46,26.77,32.52,24.46,27.9,20.55,25.86,24.99,33.43,23.51,37.69,30.4
"Cltb",74.34,60.5,22.84,20.19,2.64,11.46,6.04,15.43,18.69,26.11,28,42.67,43.76
"Tmem41b",72.2,97.9,48.36,43.08,33.71,62.5,43.45,43.68,48.29,54.68,45.9,59.4,59.08
"Lxn",15.91,17.99,4.5,5.66,20.71,22.75,21.64,39.7,41.54,48,31.29,43.02,45
"Mmp10",0,0,0,0,0,0,0,0,0,0,0,0.05,0
"Acot10",0.11,0.42,0,0.07,0,0.06,0,0,0.07,0,0,0,0
"Tyw3",15.81,13.08,12.74,11.68,7.06,14.93,11.32,17.47,13.18,16.24,10.14,12.14,11.38
"Nccrp1",2.17,1.34,0.56,0.63,0,0.1,0,0,0.07,0.15,0.04,0.17,0.16
"Mafa",3.58,6.98,3.5,2.33,1.01,0.4,0.05,1.12,0.99,1.03,0.53,1.02,0.62
"Nxpe5",0,0,0,0.01,0,0,0,0,0,0,0,0,0
"Zfp235",2.62,2.54,2.35,3.02,2.55,4,4.39,6.04,7.88,7.65,6.32,9.57,7.74
"Frat2",8.77,8.24,3.18,3.06,4.15,6.7,5.86,6.67,5.55,3.52,4.52,4.47,3.94
"Ankrd34c",0,0,0.02,0,0,0,0,0,0,0,0,0,0
"A430005L14Rik",56.04,58.67,74.11,62.22,39.38,34.37,34.15,28.02,33.83,33.34,26.8,35.13,31.8
"Paxx",0.65,1.2,0.71,0.61,2.99,8.71,2.99,6.61,11.05,12.8,10.42,17.62,15.54
"Apof",1.53,1.42,0.5,0.43,0,0,0,0,0.09,0,0,0,0
"Fgfbp3",0.71,0.59,1.88,1.66,14.93,1.58,0.9,2.69,2.85,2.49,2.95,4.33,3.44
"Mtrfr",10.43,12.24,11.13,11.71,13.55,12.97,12.18,18.41,19.31,20.63,14.79,13.6,15.71
"Cdcp2",0.05,0.3,0.04,0.13,0,0,0,0.05,0,0,0,0,0
"Nr1h4",0.04,0,0.09,0,0,0,0,0.04,0,0.26,0.2,0.42,0.55
"Krt87",0,0.18,0.13,0.16,0.04,0.03,0.03,0,0.05,0,0,0.07,0
"D930020B18Rik",0.05,0.05,0.18,0.12,0,0.05,0,0,0,0,0.04,0,0.05
"Fbxo30",10.56,19.03,13.51,16.29,16.66,22.74,23.5,20.57,22.12,22.46,19.31,18.8,16.97
"Polr1g",17.72,18.46,25.95,27.24,23.93,9.1,12.51,12.38,20.1,17.91,17.16,15.52,17.72
"Tssk6",0.36,0.27,0.42,0.28,0.32,0.61,0.23,0.17,0.16,0.4,0.26,0.45,0.57
"Trpt1",5.74,5.54,2.91,3.21,1.12,5.48,3.86,5.86,7.1,10.42,4.15,8.56,4.16
"Crry-ps",0.22,0.07,0.06,0.2,0.16,0.15,0.67,0.29,0.32,0.44,0.13,0.15,0
"Gal3st3",5.15,4.05,1.36,1.17,0.84,9.41,6.62,7.45,7.08,8.49,5.35,8.41,8.35
"1600012P17Rik",0.06,0.15,0,0,0,0,0,0,0,0,0.05,0.19,0
"Msl3l2",2.64,3.16,4.54,4.79,3.77,11.37,7.72,8.48,6.59,6.32,4.74,4.95,5.35
"Dynlt4",0.08,1.26,0.15,0,0.4,0,0,0,0,0,0,0,0
"Pdha2",1.08,1.52,1.43,1.31,0,0,0,0.03,0,0,0.03,0.07,0
"Rps8",2178.41,2438.94,2768.1,2716.49,2418.9,2095,2178.5,1643.87,1853.72,2001.44,1647.04,1908.98,2269.03
"Rpsa-ps10",1903.26,2284.29,1935.85,1799.35,1888.11,1517.77,1449.97,987.26,1147.53,1112.44,1067.41,1292.63,1582.27
"Rtl3",0,0,0.02,0.04,0,0.1,0.27,0.32,0.74,2.15,2.45,10.57,8.76
"4930533K18Rik",0.32,0.34,0,0,0,0,0,0,0,0.06,0.11,0,0
"Yipf6",12.54,18.85,9.35,13.97,18.1,22.1,19.15,16.57,18.38,16.3,16.61,15.08,14.17
"Or2y16",0.25,0.34,0.85,1.38,0,0,0,0,0,0,0.02,0.11,0.08
"Champ1",27.09,27.52,37.16,32.82,28.46,50.82,39.08,42.29,37.87,47.49,34.3,47.84,35.62
"Ust",1.11,1.28,1.26,1.52,2.14,8.63,7.15,6.43,7.86,6.07,6.59,5.11,6.23
"Ppp1r2",44.39,50.37,49.03,54.39,79.83,64.95,66.2,60.62,65.56,59.58,50.25,54.33,45.08
"Ubiad1",10.28,13.28,6.81,6.66,11.33,15.82,10.17,13.08,12.35,17.61,13.02,18.87,21.01
"Bola2",169.46,140.87,159.25,177.29,107.77,75.88,51.28,43.11,43.59,63.69,37.79,67.27,84.14
"Ly6g2",0.05,0,0,0,0,0.11,0,0,0,0.11,0,0.52,0.18
"Fcgbp",0.65,0.61,1.78,1.21,0.09,0,0.02,0,0,0.17,0,0.06,0.59
"Wbp1l",19.88,25.5,22.01,20.34,25.75,69.16,55.32,55.2,59.7,62.18,47.41,75.62,62.72
"Samd9l",0.06,0.01,0.04,0.1,0.06,0.04,0.03,0.4,0.27,1,0.44,0.91,0.22
"Fbxo40",0.01,0.04,0.06,0.04,0,0.04,0,0,0,0,0.06,0.04,0.02
"Rnf150",0.03,0.01,0.08,0.08,0.69,3.84,3.1,12.85,7.92,15.59,8.55,10.1,6.82
"Zc3hav1l",4.17,9.61,10.36,10.46,14.49,47.92,41.69,30.12,34.43,32.92,30.47,32.22,33.25
"Utf1",173.59,156.1,890.74,702.43,0.42,1.8,0.32,2.4,0.72,4.72,2.52,9.03,4.66
"Fancb",7.5,9.13,7.48,9.88,6.96,5.87,8.71,8.02,6.63,13.38,6.83,11.27,8.13
"Hs3st3a1",0.02,0.02,0.02,0.02,1.21,1.13,0.59,3.19,1.48,3.26,2.16,1.7,1.74
"Lrrc49",3.54,5.27,4.99,4.11,3.01,15.53,11.8,15.41,15.35,18.11,14.83,21.62,17.44
"Atg16l2",1.53,2.29,1.59,1.16,7.16,5.11,4.68,3.8,2.44,2.69,1.91,3.99,2.61
"Ankfn1",0,0,0,0,0.04,0.47,1.01,0.87,1.4,0.95,0.51,0.22,0.55
"Phf13",26.56,31.58,16.01,15.15,14.87,36.45,46.73,32.27,38.65,39.24,44.89,48.21,56.68
"Lix1",0.08,0.37,0.93,0.9,1.43,4.4,5.16,1.46,1.67,2.27,3.23,2.68,3.15
"Flrt1",0.09,0.18,0.15,0.07,0.12,0.41,0.29,0.62,0.88,0.75,2.02,1.18,1.87
"Slc38a9",3.82,3.93,6.32,6.28,5.8,5.58,4.98,5.59,4.66,6.27,5.49,5.23,2.08
"Sned1",0.01,0.07,0.53,0.15,0.28,2.29,1.92,3.4,5.16,6.76,7.52,6.64,9.24
"Gjb1",0.52,0.84,0,0.11,0,0.11,0,0.15,0,0.38,0,1.47,0.33
"Cd300lf",0,0.28,0.12,0,0,0,0,0,0,0.15,0,0,0.28
"Akap10",11.25,15.42,20.52,16.84,15.04,20.72,13.9,19.06,16.38,21.96,14.97,20.4,14.48
"Ccdc88b",0.65,0.53,2.1,1.1,0.57,0.3,0.24,0.02,0,0.14,0.48,0.17,0.06
"Tigd4",0,0,0,0,0,0,0,0,0,0,0,0.02,0
"Trim16",5.07,5.86,0.33,0.3,0.26,1.77,1.27,2.2,2.22,4.82,4.6,11.68,6.79
"Angptl8",0,0.09,0,0,0,0,0,0,0,0,0,0.11,0
"Pygo2",27.89,38.27,29.99,24.7,30.96,60.13,45.56,50.78,58.78,71.17,53.23,75.74,78.56
"A730018C14Rik",0,0,0,0,0,0,0,0,0,0,0,0.05,0
"Cdca4",35.87,46.13,63.13,58.87,31.49,65.32,60.01,37.71,53.14,51.06,42.69,51.91,63.1
"Fndc11",0,0,0.27,0.13,0.07,0,0.14,0,0,0.07,0,0.08,0
"Diras2",0.28,0.21,0.22,0.3,0.6,65.92,21.86,8.97,7.1,6.67,2.16,3.34,1.8
"Bri3",75.97,103.64,106.42,81.05,167.44,121.23,118.52,101.72,121.57,106.07,102.98,132.8,157.4
"Bex4",260.16,199.89,367.97,379.81,289.96,85.82,88.61,74.38,69.19,77.41,57.53,94,48
"Stx19",0,0,0,0.04,0,0,0,0,0,0,0,0,0
"Foxi1",0.03,0,0,0,0,0,0,0,0,0.03,0,0,0
"Lonp2",20.77,24.03,19.8,15.69,18.93,35.15,24.79,48.67,33.09,53.67,31.39,49.36,34.14
"Gimap6",0,0,0.18,0,0,1.65,5.12,2.56,8.75,3.69,7.24,3.9,7.71
"Gpr157",0.23,0.42,0.23,0.21,1.01,0.33,0.25,0.37,0.37,0.38,0.35,0.46,0.46
"A4galt",32.65,42.43,7.6,7.18,0.24,1,0.04,0.11,0.2,0.65,0.28,2.17,1.04
"Usp14",118.25,148.04,123.77,151.75,137.96,75.02,72.81,70.43,79.76,91.12,76.82,91.39,75.72
"Cxcr5",0,0.08,0,0,0,0,0,0,0,0,0,0,0
"Rell1",24.12,30.23,5.72,5.9,11.81,8.84,9.27,9.35,10.73,10.23,10.64,8.37,9.97
"Tnrc6b",3.19,7.05,17.07,15.26,14.88,23.61,29.55,38,36.66,26.52,35.44,24.67,21.4
"Ang2",0,0,0,0,0.1,0,0,0,0,0,0,0,0
"Ripply2",0,0,0.54,0,0,0,0,0,0,0,0.49,0,0
"Ccr4",0.25,0.19,0.22,0.15,0.18,0.06,0,0,0,0,0,0,0
"Sstr2",0.8,1.32,0.04,0.12,0,1.14,0.17,2.35,0.56,2.11,0.75,2.37,2.33
"Tshz2",0.31,0.04,0.06,0.02,0.07,81.35,86.15,103.22,117.58,121.26,110.83,124.38,115.67
"Ankrd16",1.15,1.16,3.16,2.25,5.09,7.38,4.51,6.24,5.38,6.37,4.24,6.01,8.82
"Pcdhb16",0,0,0.01,0,0,2.58,2.71,4.59,4.97,5.28,5.01,4.79,5.06
"Npm2",0.41,0.22,0.39,0.39,0.27,0,0,0,0.56,0.13,0,0.18,0
"Trappc9",14.18,16.9,8.98,7.22,9.3,25.94,16.91,23.04,23,28.83,21.71,27.97,30.96
"4930483J18Rik",0,0.17,0,0,0,0.1,0,0,0,0,0,0,0
"Stpg2",0,0,0,0,0,0,0,0.04,0,0,0.03,0,0
"Marcksl1",517.66,737.34,336.51,327.19,409.34,1259.17,988.56,717.81,896.39,874.46,672.15,920.27,1050.6
"Gp5",0.42,0.38,0.27,0.24,0.07,0.07,0.14,0.13,0.57,0.03,0.52,0,0.17
"Kcna3",0.04,0,0.67,0.47,0.35,0.75,0.87,0.27,0.78,0.35,0.28,0.31,0.58
"Stbd1",0.04,0,2.13,2.26,10.15,4.84,6.46,8.02,7.03,23.23,25.49,28.24,30.21
"Kcna1",0,0.1,0.19,0.06,0,0,0.07,0.22,0.33,0.07,0.23,0.32,0.38
"Palm3",9.08,8.12,24.19,18.92,9.52,7.03,8.05,20.78,20.68,8.19,10.11,7.66,10.49
"Ino80c",29.67,35.3,19.74,21.53,15.55,15.9,12.65,11.88,12.11,13.01,9.46,14.26,12.97
"C2cd4a",0.06,0,0.22,0.04,0,0.12,0,0.11,0,0,0,1.17,0.54
"Dipk1c",0.15,0.13,0.14,0.19,0.08,0,0.17,0.03,0,0.19,0.09,0.19,0.36
"Prrg1",0.5,1.2,0.98,1.23,4.52,11.44,4.49,6.42,6.37,12.19,10.95,13.61,11.03
"Gigyf2",35.4,54.75,31.8,30.64,52.9,41.59,51.42,55.37,47.03,54.45,54.54,52.7,46.43
"Hes5",0.33,0.06,0.05,0.41,0,0.19,0,0,0,0,0.05,0.07,0
"Catsper4",0,0,0,0.04,0,0,0,0,0,0,0,0,0
"Tmem196",0,0,0,0,0,0.16,0.02,0.48,0.89,1.35,1.19,1.25,1.04
"Timm8a1",85.86,86.44,94.2,140.21,108.33,34.68,27.95,23.13,23.89,33.58,25.24,28.65,25
"Zfp473",5.77,6.91,8.64,8.47,3.53,1.95,2.37,2.37,3.05,3.27,1.49,1.82,1.91
"Krt35",0,0,0,0,0,0,0,0,0,0.04,0,0,0
"Neurod4",0.07,0.18,0.02,0.02,0,0.05,0,0,0,0.02,0,0.05,0
"Tmem229a",0.03,0.09,1.09,1.23,0.31,0.27,0.04,0.1,0.1,0.08,0.09,0.27,0.18
"Rgmb",5,6.15,4.64,4.19,4.09,13.44,6.99,11.28,11.18,13.51,13,24.22,23.79
"Eno4",0.2,0.5,0.58,0.61,1.17,0.08,0.43,0.51,0.05,0.67,0.23,0.6,0.52
"Fcrl5",0,0,0,0.02,0,0,0,0,0,0,0,0,0
"Ccdc187",0.01,0.04,0.36,0.17,0,0.05,0.02,0.09,0,0.13,0.08,0.11,0.12
"Isg20l2",32.35,49.54,54.69,57.73,40.98,46.54,48.47,41.68,46.9,48.02,40.27,49.01,46.39
"Arxes2",30.3,27.1,40.18,43.55,21.66,131.98,77.06,121.58,96.66,143.43,90.07,118.08,97.08
"Zbtb33",1.8,6.54,5.51,7.89,11.92,28.35,30.07,25.53,26.85,33.78,32.99,30.36,27.41
"Ldlrad3",6.4,7.77,20.56,18.52,28.75,31.68,26.38,28.24,29.21,34.26,24.77,29.34,24.93
"Cyb5r2",0.07,0.8,1.26,0.66,2.1,1.27,1.87,0.07,0.37,0,0.18,0.09,0.32
"Or10am5",0,0.07,0,0,0,0,0,0,0,0,0,0,0
"Pirt",3.02,4.02,0.67,0.66,0.02,0.11,0.07,0.39,0.22,1.05,0.89,3.2,2.77
"Arf1",382.32,394.63,436.75,379.25,315.93,635.51,471.58,526.87,489.5,630.73,511.51,696.51,629.87
"H1f7",0,0,0.05,0,0,0,0,0,0,0,0,0,0
"Tenm4",6.61,13.14,2.76,3.59,8.52,46.48,69.45,60.16,86.35,58.72,86.81,65.14,90.24
"Ahcyl",43.95,40.88,39.72,48.32,61.54,31.22,33.61,18.61,22.5,9.89,34.67,11.42,19.97
"Lmod1",0.17,0.31,0.39,0.49,0.14,0.1,0,0.05,0.03,0.38,0.75,1.91,1.54
"Taf13",11.68,13.47,13.13,14.12,12.26,22.17,21.42,23.24,18.88,24.57,17.04,22.25,12.99
"Tmem72",0,0,0,0,0,0,0,0.01,0,0.21,0,0,0.35
"Rbm15",5.53,9.07,10.85,11.6,18.7,10.19,14.93,11.11,15.55,8.07,15.4,9.25,7.69
"Arid4a",6.02,7.6,5.98,5.14,6.1,6.23,8.8,12.75,14.31,12.57,15.03,9.46,8.15
"Entpd1",0,0,1.08,0.4,0.63,1.32,2.57,1.3,2.36,1.34,1.13,0.61,1.13
"Col6a3",0.13,0.29,0.58,0.35,6.01,3.07,5.12,25.93,36.96,74.97,119.91,163.16,218.7
"Dmrt2",0.43,0.35,0.15,0.13,0.25,0.4,0.45,1.83,2.11,0.97,0.97,0.43,0.88
"Nat8l",0.81,1.05,5.22,3.38,0.34,0.95,0.24,0.51,0.19,0.74,0.39,1.04,0.72
"Nwd1",0.06,0.2,0.24,0.09,0.01,0.02,0.08,0.51,0.16,0.51,0.86,0.51,0.38
"Kmt2d",8.26,8.66,8.79,6.8,19.24,14.58,17.61,11.74,17.04,9.23,14.03,9.42,14.06
"H2bw2",0.47,0.69,0.67,0.37,0,0,0,0,0,0,0,0,0
"Selplg",0.34,0.33,1.9,2.21,0.22,0,0,0,0,0,0.21,0,0.07
"Mcmbp",47.19,82.38,85.7,82.83,37.69,49.94,47.6,44.14,41.59,49.34,42.43,54.21,48.79
"Tmem81",3.18,3.44,1.36,1.49,1.1,1.72,1.64,1.37,1.59,1.99,2.88,2.33,2.33
"Asb8",28.02,32.59,7.74,9.61,9.97,29.66,22.9,29.62,27.82,34.92,26.09,34.76,29.06
"Bend7",1.12,0.96,1.27,1.12,1.6,2.6,1.35,2.38,1.4,2.33,1.71,2.12,1.24
"Cracr2b",1.2,1.59,2.29,1.73,0.57,0.91,1.2,0.79,1.42,0.44,0.76,0.64,1.73
"Gpr85",0.94,1.72,1.66,1.25,0.48,8.31,5.07,23.18,16.24,19.42,13.92,15.33,11.98
"Nags",0,0.07,0.99,0.38,0.1,0.03,0,0.04,0.1,0,0,0.05,0.12
"Amigo2",0.27,0.46,1,1.82,9.74,5.3,4.51,4.88,4.82,7.9,5.24,7.95,6.16
"Mfap1b",28.72,29.42,25.31,27.53,23.67,31.83,39.47,42.75,44.97,46.05,40.38,35.55,34.48
"Fbxo43",0,0,0.21,0.38,0.1,0,0,0.02,0,0,0.02,0,0.09
"H2-M10.4",0,0,0.06,0,0,0,0,0,0,0,0,0.09,0
"Fbxo10",1.31,2.51,1.12,1.02,6.06,16.92,15.6,17.07,18.93,22.33,21.06,24.66,27.1
"Rnf149",25.88,26.32,38.45,44.21,36.29,32.84,27.49,26.02,30.98,24.2,21.15,21.7,21.89
"Gng7",1.73,2.16,1.36,0.97,1.9,6.27,4.42,5.68,10.08,8.76,7.21,8.76,8.41
"Crebrf",3.49,6,1.92,1.9,4.12,7.25,5.99,12.24,6.81,11.06,11.14,9.29,6.24
"Bcl11b",0.22,0.46,3.55,2.32,4.52,0.82,1.49,0.7,1.58,0.45,1.17,0.84,0.82
"Gm4879",0.33,0.48,0.84,0.26,0,0,0.04,0.05,0,0.27,0.06,0.27,0
"Dip2c",2.45,4.73,10.67,8.92,3.74,6.81,6.77,9.1,9.61,8.05,10.35,9.57,7.96
"Rbm33",13.91,19.25,22.4,17.67,35.83,34.92,21.77,23.9,27.65,24.01,18.84,24.45,19.43
"Syngr2",67.83,78.86,84.64,61.92,247.92,31.19,14.27,33.17,18.2,44.28,32.05,64.77,53.51
"Sacs",0.86,2.77,1.96,1.6,6.76,4.33,3.86,4.41,4.26,4.96,4.89,4.72,4.19
"Zfp738",0.32,2.73,2.53,1.77,3.89,2.79,4.14,6.88,5.13,7.34,8.03,6.66,4.38
"Dleu7",0.41,1.48,1.9,1.99,0.06,0.49,0.12,0.1,0,0.63,0.27,0.46,0.19
"Frmd6",7.94,18.2,6.09,6.66,10.63,7.96,8.2,8.25,8.33,11.69,12.12,15.15,12.06
"Krtap4-13",0,0,0,0,0,0.11,0,0.1,0,0.2,0,0,0
"Or10n1",0,0,0,0,0,0,0,0,0.33,0.08,0,0.06,0
"Slitrk3",0,0,0.01,0.03,0.5,10,4.58,14.13,5.35,15.32,7.27,17.31,8.46
"Ankrd46",13.53,20.71,19.32,18.96,23.59,39.45,30.31,45.31,45.8,56.03,45.76,62.75,60.65
"Pskh1",8.06,13.4,13.77,10.82,22.15,72.99,45.92,56.04,51.22,67.93,45.51,76.31,66.81
"Ckap2l",20.6,24.25,18.77,20.44,12.27,29.95,32.84,35.5,40.74,41.75,38.7,41.71,38.03
"Mfsd6l",0,0,0.79,0.31,0,0,0,0,0,0,0,0,0
"Ric3",1.49,3.16,3.93,2.58,6.35,3.9,1.88,3.43,2.21,2.89,1.8,1.9,1.97
"Lhfpl6",0.08,0.22,1.06,1.4,1.25,5.83,8.79,9.14,13.67,11.96,21.64,19.11,22.04
"Npy4r",0,0.02,0.16,0.27,0,0.11,0,0.02,0,0.1,0.2,0.85,0.39
"Pcdhb18",0.01,0.01,0,0,0.08,2.94,2.4,3.37,3.45,4.75,3.72,4.67,4.97
"Pou4f1",2.65,3.39,1.28,1.64,0.36,0.32,0.21,0.03,0.15,0.61,0.08,0.04,0
"Coa7",100.56,92.45,50.65,54.51,71.08,41.3,48.13,51.77,56.68,44.29,48.88,41.21,48.88
"Arxes1",24.04,26.34,44.73,42.09,17.74,86.76,62.78,88.51,72.35,101.34,54.1,74.68,69.59
"Omd",0,0,0,0,0,0,0,0,0,0,0,0,0.08
"Pdp2",14.19,15.69,7.73,6.52,13.88,11.87,9.81,8.59,6.26,6.39,6.76,7.39,6.09
"Fgfbp1",15.8,20.62,6.32,14.55,9.5,0,0.07,0,0,0.07,0.11,0.98,0.88
"F2r",5.78,12.48,10.98,13.64,47.81,135.11,146.39,129.31,168.16,141.87,129.68,148.33,153.22
"Foxi2",0,0,0.07,0.02,0,0,0,0,0,0,0,0,0
"Socs4",2.33,3.29,5.08,8.65,6.73,11.24,10.24,10.24,11.68,10.36,9.09,8.91,10.11
"Scrt1",0.03,0,0.09,0.06,0.07,1.83,0.15,1.22,0.51,1.07,0.31,1.42,0.38
"Osr1",0.04,0.14,0,0,18.42,22.34,27.47,39.77,37.25,42.95,35.28,55.08,50.5
"Fam171b",0.64,1.06,4.71,4.82,1.59,22.42,16.7,22.23,20.41,24.51,17.58,20.39,17.72
"Lgalsl2",0,0.26,0,0,0,0,0,0,0,0,0,0,0
"Tprg1",0,0,0,0,0.46,0.08,0,0,0,0,0,0.33,0.23
"Prss54",0,0,0,0,0.07,0,0,0,0,0,0,0,0
"Gli2",10.7,24.65,4.09,3.16,1.02,10.53,10.75,12.45,13.08,16.66,24.15,24.77,37.25
"Zfp407",2.67,5.54,4.57,5.49,5.97,11.47,11.81,10.26,12.79,10.7,10.35,9.6,9.16
"Spata31e5",0,0,0.06,0.02,0,0,0,0,0,0,0,0,0
"Mlf1",2.48,0.91,8.42,7.83,1.54,4.14,4.46,3.3,4.68,5.25,3.89,2.61,4.26
"Ranbp3l",0,0.02,0,0,0,0.33,0,0,0.07,0,0,0.24,0
"Timm29",16.66,20.37,15.68,14.77,22.66,42.61,34.43,33.35,33.98,39.64,32.98,38.49,43.66
"Nup42",5.6,8.77,7,6.6,7.39,7.85,5.15,7.96,7.94,8.67,5.06,7.34,6.77
"Cyp4f16",13.05,12.18,9.73,7.3,10.88,18.05,11.08,17.64,19.18,24.42,15.51,24.29,22.95
"Smim5",0,0,0.34,0.64,0,0.13,0,0.79,0.96,0.28,0.22,0.24,0.92
"Ccdc57",2.62,2.88,2.31,1.58,3.6,4.14,3.54,3.9,4.49,5.79,3.75,5.1,5.11
"Msx1",0.84,0.83,1.57,1.42,171.1,1.59,2.99,1.08,0.27,0.53,1.08,2.3,1.84
"Inka2",1.05,1.17,1.82,2.14,2.98,2.53,3.36,1.73,2.12,1.68,1.31,1.37,1.92
"Sult6b2",0,0,0,0.04,0.19,0,0,0,0,0.2,0,0,0
"Spata33",0.22,0.92,0.84,2.61,1.37,6.73,4.22,8.36,7.79,8.87,3.83,5.81,3.93
"Cxcr1",0,0,0.06,0,0,0,0,0,0,0,0,0.08,0
"Mypop",7.4,7.24,5.74,4.26,2.72,9.99,7.29,8.78,9.43,10.44,10.48,14.61,19.04
"Bdnf",0.47,0.32,0.86,0.57,0.87,0.59,0.4,0.53,0.44,0.22,0.44,0.51,0.61
"Zdhhc22",0,0,0,0,0.11,0,0,0,0,0.37,0.13,0.26,0.07
"Zbtb8b",3.21,3.55,2.88,2.59,1.37,2.13,2.58,4.49,3.53,4.86,3.32,6.37,4.76
"Fitm2",3.56,5.52,4.26,4.1,2.81,6.36,6.51,7.29,8.01,9.25,7.73,10.72,10.07
"Depp1",0,0,0,0,0,0.36,0.69,1.26,2.13,2.67,0.9,1.7,2.28
"Nrip1",2.68,4.65,2.65,3.32,13.35,62.44,44.55,20.67,20.9,18.35,22.47,23.13,16.83
"Tyw5",21.61,17.27,18.05,19.69,17.14,7.32,7.03,10.48,12.76,10.77,10.1,13.95,8.08
"Mmgt2",5.84,3.98,13.86,8.21,16.68,57.38,42.22,45.23,43.04,46.53,41.28,54.63,55.63
"Cd300e",0.04,0.07,0,0.03,0,0,0,0,0,0,0,0,0.23
"Duxbl1",0.79,0.68,2.13,2.11,0.46,3.27,3.88,6.4,8.05,1.67,1.27,1.64,3.48
"Tlcd5",1.99,3.36,2.29,0.91,7.01,6.54,5.19,7.85,7.65,6.46,4.19,8.64,4.75
"Fbxl13",0,0.17,0,0,0.12,0.09,0,0,0,0.1,0.18,0.16,0.1
"Cxcr6",0,0,0,0,0,0.04,0,0,0,0,0,0,0
"Nkx1-2",3.8,2.35,0.85,0.84,6.58,0.05,0,0,0,0,0,0.05,0.11
"Jaml",0,0.12,0.02,0.52,0.57,0,0,0,0,0,0,0.22,0
"Phldb1",6.07,8.88,8.79,7.11,17.7,37.47,31.82,27.43,35.69,33.5,39.25,46.41,54.76
"Nhlh2",0,0,0,0,0,0.22,0,0.65,0,1.36,0.48,1.69,0.68
"Tob2",9.3,14.2,10.09,8.67,27.86,18.13,16.76,17.63,17.66,17.66,17.14,27.88,22.08
"Thnsl1",3.93,6.6,8.29,7.24,2.88,6.85,4.88,11.09,6.61,9.12,6.09,8.14,6.11
"Sp8",0.44,0.61,0.39,0.39,1.66,0.05,0.06,0.13,0,0.03,0.07,0.55,0.38
"Tmem252",0.04,0,0.2,0.36,0.08,0.05,0.04,0.04,0.02,0.17,0.05,0.03,0.07
"Cypt3",0,0.12,2.25,1.25,0,0,0,0,0,0,0,0,0.21
"Ccnb1-ps",1.55,8.25,7.18,3.08,1.78,0.78,1.57,0.24,0.93,0.89,1.27,1.62,2.94
"Mlec",113.75,186.39,73.78,81.98,130.17,83.04,91.45,89.35,101.69,117.76,137.25,144.42,138.87
"E130311K13Rik",1.39,1.07,1.12,1.76,1.89,1.6,1.99,4.09,3.85,6.3,5.76,6.27,4.61
"Gja3",0.06,0.47,0.04,0.04,0,0,0,0.87,0,0.08,0.02,0.03,0.13
