"","ESC_Rep1","ESC_Rep2","Epi_Rep1","Epi_Rep2","Meso_Rep2","OSC-D7_Rep1","OSC-D7_Rep2","OSC-D8_Rep1","OSC-D8_Rep2","OSC-D9_Rep1","OSC-D9_Rep2","OSC-D10_Rep1","OSC-D10_Rep2"
"Brd4",6818,9991,7048,5700,5373,10057,7799,6745,4989,6875,7002,6672,4711
"Stk38",3276,3590,1417,1584,1210,1921,1816,2186,1679,2545,2348,2019,1347
"Ppil1",2220,2424,2454,2770,1196,1134,1168,977,855,1282,1175,1174,921
"Cpne5",228,465,158,154,78,52,45,53,44,149,195,211,172
"Pi16",3,0,25,5,1,7,19,8,10,4,6,6,1
"Mtch1",2788,3885,2685,3245,2626,5739,4526,4581,3713,6391,6515,7246,5708
"Fgd2",13,16,44,26,10,13,10,7,12,3,2,3,6
"Pim1",3365,6770,4351,5932,933,358,353,129,214,211,499,298,220
"Ccdc167",64,119,74,84,162,414,279,361,300,495,397,413,291
"Cmtr1",996,1674,2365,2601,1791,1889,1616,2194,1432,2538,2056,2070,1410
"Glo1",1920,2291,2796,3835,1943,2173,1817,1931,1625,2315,2319,2106,1270
"Glp1r",27,14,27,43,0,2,0,2,0,0,0,4,1
"Tff2",8,4,0,0,0,0,0,0,0,2,0,4,0
"Tff3",0,0,1,0,0,0,0,0,0,0,0,14,0
"Abcg1",192,258,446,815,14,22,33,22,24,57,75,74,63
"Tff1",0,0,0,0,0,0,0,0,0,9,0,22,5
"Rsph1",160,150,207,267,5,25,30,48,66,40,58,39,22
"Tmprss3",5,0,2,8,2,1,0,1,0,0,0,0,0
"Slc37a1",334,483,288,339,25,19,9,21,21,30,15,74,17
"Wdr4",711,979,1202,1447,898,639,560,399,334,572,478,716,433
"Ndufv3",1247,1124,1386,1355,738,1160,893,1562,1083,1972,1534,1670,1195
"Cbs",822,991,964,897,188,10,5,6,11,29,22,28,14
"Cryaa",2,2,1,2,0,0,0,0,0,0,0,1,0
"Sik1",1899,3472,1300,1298,904,551,608,472,371,655,874,914,630
"Arhgap28",231,349,564,841,1522,4917,3907,2992,2567,4460,4202,4131,2557
"Epb41l3",341,524,924,863,676,1543,1661,1204,1209,1808,2203,2035,1531
"Akap8",2023,2464,2716,3258,2099,2229,2048,1633,1273,1739,1812,1618,1036
"Myl12a",1997,2723,3615,4597,2051,1504,1483,1679,1088,2710,1937,2650,1678
"Myom1",1,3,22,26,11,30,28,16,30,28,34,21,40
"Wiz",1228,2145,2646,2370,1428,4400,3196,3131,2224,3561,2942,3504,2303
"Lpin2",249,449,390,344,402,975,975,993,684,1365,1187,1159,668
"Emilin2",5,13,71,40,20,45,89,17,30,14,25,40,38
"Smchd1",1176,2072,3394,4361,1734,8109,5547,4709,3232,4933,4027,3617,1941
"Cyp4f13",123,171,128,103,138,256,126,221,141,203,163,154,115
"Ndc80",683,753,752,1011,616,2040,2021,1085,986,1111,1054,726,417
"Clip4",144,116,71,53,80,103,71,97,76,172,139,158,85
"Lbh",68,67,417,411,40,11405,11211,12503,10741,13345,11742,8280,6944
"Galnt14",1,0,16,19,19,184,101,293,82,249,145,121,84
"Ehd3",440,736,394,612,93,261,189,304,176,304,284,270,242
"Xdh",1,0,0,0,0,2,2,0,0,4,5,1,6
"Dpy30",2613,2340,2426,3345,1081,967,929,971,680,1071,841,799,552
"Spast",969,1355,1416,1910,1080,2768,2050,2592,1754,3469,2895,2676,1610
"Slc30a6",249,319,529,491,351,411,352,385,272,459,357,405,330
"Prkd3",877,1380,1335,1636,1467,4513,4308,3714,2930,4218,3787,3397,2307
"Yipf4",736,806,631,983,577,724,555,648,521,796,835,683,428
"Birc6",2446,8034,4771,7496,3781,4494,4595,4428,3119,4289,4965,4448,2916
"Crim1",118,285,273,305,147,765,457,635,300,597,522,656,358
"Vit",4,8,0,0,0,0,1,1,0,0,1,5,0
"Strn",539,911,746,882,1102,1330,1184,1184,768,1273,1303,1163,684
"Ttc27",1404,1752,2150,2823,903,935,750,748,526,932,755,780,455
"Eif2ak2",273,377,291,406,315,510,539,716,544,901,1047,777,460
"Cebpz",2293,2908,2984,3870,2540,1410,1590,1650,1219,1776,1852,1342,766
"Ndufaf7",346,378,764,804,346,347,308,484,321,554,504,449,301
"Pja2",468,743,605,663,723,3882,3188,4190,2787,5422,4462,4495,2669
"Qpct",273,419,25,42,27,13,6,26,3,70,37,62,33
"Man2a1",839,1838,1338,1630,5646,1690,1796,1710,1625,2259,2314,2460,1476
"Cyp1b1",74,64,10,42,36,248,334,148,286,328,519,400,240
"Vapa",2359,3046,4261,5106,2719,2732,2109,2686,1804,3337,2526,2632,1600
"Hnrnpll",1583,2547,3824,4663,2310,3495,2838,2247,1722,2647,2280,2625,1710
"Ralbp1",1995,2640,1803,1991,1157,1261,1266,1349,1071,1724,1864,1686,1013
"Srsf7",4089,4705,5715,7839,2508,3347,3965,3379,2776,4388,3962,3633,2508
"Twsg1",599,1249,1334,1814,1088,2242,2115,2155,1929,3780,4964,4742,3321
"Ndufv2",3851,3584,3373,3374,2163,3020,2343,3081,1883,3780,2700,2683,2082
"Washc1",741,968,837,752,834,1061,890,1097,827,1402,1322,1275,863
"Washc2",1675,2491,2039,2622,2607,1608,1543,2224,1652,2594,2443,2026,1117
"Themis3",3,1,8,7,0,0,0,0,0,0,0,1,0
"Lhcgr",0,0,0,0,0,17,4,5,2,8,3,10,1
"Nrxn1",16,3,63,94,14,108,67,225,101,316,290,326,110
"Cacna1h",10,13,53,29,7,1018,966,1175,1037,1590,1987,1922,1544
"Prss41",29,67,167,98,17,0,1,0,0,1,0,0,0
"Tedc2",404,600,664,650,282,392,400,321,204,448,360,394,326
"Lrpprc",3289,4300,5684,7563,3355,2665,2541,2420,1969,2676,2583,2165,1499
"Atp6v0c",7112,8271,7463,8409,5467,5666,3581,4266,2979,5408,4578,5761,3935
"Pdpk1",1322,3080,1750,1917,781,1613,1402,1562,1046,1826,1651,1658,914
"Prss30",0,0,1,0,0,0,0,0,0,0,0,0,0
"Prepl",525,754,1398,1657,720,970,892,1368,962,1572,1335,1429,780
"Sbp",1,1,3,3,0,0,0,0,0,0,0,0,0
"Abca3",302,570,368,528,78,784,473,827,499,1238,1073,1388,848
"Slc3a1",0,1,1,0,8,9,3,8,1,2,3,9,1
"Eci1",723,812,1033,1021,291,671,487,666,475,863,692,643,496
"Six2",19,23,37,54,10,50,24,8,25,13,41,27,55
"Srbd1",654,817,1340,1546,689,910,903,812,683,856,881,693,436
"Dnase1l2",0,0,2,1,3,3,1,9,6,15,8,10,7
"E4f1",196,328,307,290,285,476,407,371,316,467,359,334,306
"Epas1",1415,2600,415,584,185,44,51,55,79,97,116,102,70
"Mlst8",502,698,586,583,386,1045,900,816,651,1045,941,981,739
"Rhoq",264,419,522,559,1102,2282,1852,1899,1406,3008,2990,2900,2309
"Pigf",242,292,463,615,417,223,168,211,123,254,199,222,111
"Cript",757,790,880,1073,466,943,644,743,477,1083,711,838,579
"Mcfd2",535,801,709,908,804,954,943,1085,881,1454,1360,1250,875
"Msh2",9037,10852,6396,9153,2949,2534,2723,2155,1892,2355,2415,1736,1148
"Gtf2a1l",2,0,6,9,2,1,3,3,2,1,0,0,0
"Meiob",10,17,13,14,0,0,0,0,0,0,0,2,0
"Hagh",519,617,544,607,184,267,187,254,148,306,239,252,153
"Spsb3",495,656,687,713,298,442,335,377,252,462,408,514,372
"Mapk8ip3",77,152,581,252,1101,1346,1001,1714,1062,2202,1432,2025,1060
"C3",2,1,14,3,28,16,33,5,3,5,45,24,26
"Jpt2",3658,6230,7067,7840,3585,4377,3643,2678,2319,4194,3536,3979,2557
"Tmem204",0,0,0,0,3,6,29,22,36,44,51,32,25
"Ift140",431,730,521,534,588,1665,1411,1725,1224,1927,1839,1585,1118
"Telo2",318,453,698,640,425,430,359,409,313,553,387,537,289
"St6gal2",5,9,29,19,20,33,37,23,22,38,38,48,14
"Pot1b",224,340,221,295,201,283,295,290,265,356,336,276,140
"Tekt4",0,0,0,0,0,0,0,1,0,0,1,1,0
"Sox8",8,23,51,47,28,37,32,102,122,105,104,72,63
"Nme4",651,766,1586,1609,546,612,672,637,548,573,592,459,425
"Pgap6",869,1224,737,653,58,18,7,8,8,8,14,45,16
"Mrpl28",1380,1530,2515,2687,940,1371,1089,969,828,1375,1123,1181,975
"Axin1",1562,2016,2118,2061,1910,2418,2278,1918,1542,2118,2245,1945,1391
"Pdia2",1,0,0,1,0,0,0,0,0,0,0,0,0
"Rgs11",1,1,24,4,8,0,0,0,0,3,1,0,2
"Fam234a",654,904,911,793,561,1190,697,1111,672,1451,1190,1569,987
"Luc7l",1369,1516,2525,2915,1173,1112,1318,1419,1187,1673,1676,1375,942
"Dusp1",967,1799,1131,1238,1346,506,354,385,287,402,343,328,197
"Bnip1",256,225,595,675,290,360,444,458,321,487,413,440,310
"Phf1",50,40,35,32,72,273,192,383,254,442,382,431,298
"Cuta",861,1076,877,780,569,1291,739,893,552,1280,796,1119,975
"Plin3",1113,1428,2559,2769,1074,2133,1727,2139,1587,2610,2265,2256,1651
"Kdm4b",637,1101,992,842,665,2044,1676,1627,1139,1855,1573,1666,1116
"Rfx2",955,2070,201,268,29,259,150,116,119,176,175,200,199
"Acsbg2",40,38,2,20,0,0,0,0,0,0,0,0,0
"Uqcc2",1483,1650,1650,1786,460,1036,830,876,699,1323,1029,1183,1041
"Acsbg3",1173,1634,104,192,4,1,1,3,6,2,2,7,1
"Ip6k3",0,0,0,0,0,0,0,0,2,0,2,0,0
"Grm8",0,0,2,1,5,6,3,16,5,12,1,13,3
"Mllt1",630,903,1079,769,884,3469,2487,2364,1835,3478,2722,3413,2617
"Nudt3",1208,1501,774,1034,895,2349,1988,2176,1720,2402,2419,2350,1625
"Spdef",5,7,0,0,1,3,1,1,1,3,3,16,3
"Snrpc",2516,2821,4252,4409,1843,2331,2199,2180,1680,2547,2050,2289,1696
"Taf11",541,615,807,1009,915,945,1047,990,989,942,1081,774,520
"Anks1",540,866,804,691,747,1128,1079,1038,787,1242,1130,1306,902
"Zfp523",146,268,391,351,457,1633,1262,1249,898,1226,1156,1284,944
"Fkbp5",4209,4319,4066,4728,612,684,831,579,631,769,1049,660,576
"Armc12",2,0,1,0,0,0,0,0,0,0,1,0,0
"Clpsl2",0,0,0,1,0,0,0,0,0,0,0,0,0
"Clps",10,4,1,0,0,0,0,0,0,1,0,2,3
"Pdzph1",8,7,15,12,0,16,3,4,0,0,0,1,0
"Nudt12",48,109,205,164,87,237,104,144,69,125,85,93,32
"Cul2",2450,3256,2440,3550,1342,1657,1310,1516,999,1860,1429,1418,777
"Bambi",240,240,204,288,576,3190,3273,3474,2088,4003,2927,3129,2081
"Lyzl1",0,0,0,0,0,0,2,0,0,0,0,0,0
"Mtpap",676,857,848,1224,600,704,650,787,578,872,711,693,398
"Map3k8",17,37,8,20,66,13,24,35,33,55,58,29,21
"Svil",541,910,429,474,663,673,1018,776,980,1656,2583,2616,1788
"Zeb1",406,731,39,34,935,2677,2516,2382,1995,2931,3294,2382,1741
"Epc1",348,506,464,511,470,1176,975,1357,1099,1580,1402,1192,753
"Sos1",780,1617,1229,1467,1142,1875,1973,1673,1460,1872,2219,1548,1179
"Map4k3",725,1329,860,971,798,1153,952,1608,1153,2267,2009,1696,1011
"Tmem178",25,41,16,16,1,50,59,159,223,232,300,214,153
"Thumpd2",213,189,169,201,180,227,194,225,182,281,258,228,172
"Pkdcc",22,34,836,1244,36,3004,2231,2934,2384,6570,6244,8132,5642
"Cox7a2l",2799,3066,3068,3744,3536,4290,4028,3633,2714,3835,3391,3076,2397
"Thada",1396,2234,3548,4414,863,920,913,864,624,904,840,805,489
"Dync2li1",256,258,252,355,247,539,540,862,620,962,647,672,443
"Abcg8",0,0,3,1,5,28,10,15,11,32,12,19,10
"Adcyap1",6,13,1,3,0,193,52,35,9,37,21,57,9
"Polr2d",929,934,1173,1530,731,954,1014,899,829,1068,1044,909,679
"Slc25a46",479,533,761,913,726,1345,918,1173,675,1487,1251,1349,883
"Sap130",1683,2539,3018,2381,1630,2383,1710,2096,1529,2468,2118,2206,1555
"Syt4",0,4,110,197,0,69,7,195,42,571,278,715,227
"Adad2",18,29,123,78,9,7,2,2,1,3,3,1,0
"Celf4",55,81,359,453,609,125,115,219,150,465,468,611,273
"Tpgs2",484,520,895,951,376,881,697,824,560,1105,837,836,517
"Slc39a6",620,935,541,614,644,2751,2455,2614,1947,3325,3026,2787,1750
"Elp2",3155,3383,4222,5377,2777,3892,3677,3130,2401,4001,3204,3083,2104
"2700062C07Rik",355,369,451,425,137,255,275,330,217,377,325,298,206
"Zfp397",172,168,342,407,412,974,1195,1336,1125,1660,1462,981,637
"Mapre2",917,1253,2896,3072,1053,2068,1689,1699,1210,2050,1467,1863,1047
"Wac",1201,1718,1695,1685,2478,4303,3482,4123,2901,4675,4275,3643,2254
"Ccny",960,1774,1143,1838,1969,3362,2932,3290,2613,4183,3975,3428,2285
"Thoc1",804,756,1154,1565,1356,872,900,861,670,1017,1043,741,450
"Rock1",700,1029,1163,1323,1278,1277,1397,1752,1298,1830,1941,1286,639
"Cyp4f14",5,4,1,1,0,0,0,1,0,0,1,0,0
"Esco1",328,512,563,684,604,410,319,347,297,458,380,416,222
"Mib1",545,1096,1851,1964,4072,3737,4510,4253,3320,3666,4905,3035,1797
"Zfp871",283,606,753,875,1318,2697,2940,3466,2729,3210,3935,2710,1623
"Adamts10",32,47,142,100,86,417,344,476,412,689,732,890,645
"Myo1f",110,89,36,45,0,0,0,2,2,5,0,2,7
"Kifc5b",904,1339,1194,1156,556,428,410,296,247,430,376,422,231
"Dtna",30,89,291,333,1,89,70,53,22,114,82,155,68
"Cdh2",437,590,401,489,4042,8517,6903,7151,5295,6951,5376,4592,2436
"Tapbp",571,710,2722,4394,1588,348,212,338,234,719,826,1345,674
"Pfdn6",1351,1347,2317,2437,883,1034,974,923,765,955,919,768,547
"Wdr46",1299,2031,4081,3999,976,992,763,735,458,943,843,909,541
"Mep1b",223,152,1,6,0,9,4,2,0,9,2,11,2
"Rnf138",1223,1632,1561,1782,774,865,578,650,477,1020,724,757,423
"Vps52",866,1114,1448,1405,842,1374,1073,1387,984,1488,1349,1359,887
"Ring1",173,224,228,232,259,660,501,610,540,673,618,562,432
"Slc39a7",2406,2840,4097,4331,2597,3080,2680,2939,2362,3922,3758,4021,2375
"Col11a2",0,0,1,4,16,24,2,6,14,10,18,9,11
"Dsc2",6,4,93,126,390,55,346,61,371,130,352,278,163
"H2-Oa",5,5,5,3,6,21,16,7,5,8,1,3,10
"Brd2",4399,6178,7705,6946,5596,5639,5280,5168,4195,6580,5959,5750,3673
"Psmb8",4,0,411,668,553,1,5,3,0,11,5,28,7
"Tap2",31,10,361,492,261,20,15,20,17,49,14,100,27
"Pfdn1",2303,2362,2154,2597,1180,1521,1480,1593,1202,1877,1675,1336,1057
"Psd2",4,4,31,21,6,9,1,13,3,42,28,69,27
"Sting1",166,100,52,49,143,163,234,148,197,214,267,290,236
"Dnajc18",347,449,402,535,467,1035,835,1291,919,1530,1512,1265,783
"Spata24",71,69,221,255,63,186,218,301,198,337,199,147,148
"Mzb1",6,4,45,41,0,1,0,0,0,0,0,0,2
"Slc23a1",28,18,205,310,32,10,4,2,5,0,4,2,2
"Sil1",348,372,662,714,307,413,384,356,294,405,459,386,320
"Hspa9",18035,21032,27399,30416,16120,7670,7967,6881,5414,8211,7246,6408,3962
"Etf1",7382,8579,12133,16435,8147,4389,4130,3554,2833,4289,4220,3515,2259
"Cyp21a1",0,0,0,0,0,0,0,0,0,6,0,33,0
"Gfra3",5,10,6,9,14,1014,385,124,87,71,26,27,16
"Nelfe",1485,1373,2115,2193,1143,1207,1120,1134,816,1503,1156,1316,824
"Cdc23",2229,2965,2798,3223,1387,2738,2373,2417,2014,3088,2759,2445,1657
"C2",26,32,18,21,52,3,3,5,6,1,5,17,17
"Epb41l4a",887,796,616,790,819,58,63,63,53,142,189,291,130
"Stard4",1065,2015,2531,3313,1538,1390,1234,1141,800,1327,1040,1330,753
"Tslp",0,0,0,0,3,2,0,3,5,5,7,4,1
"Bin1",117,126,669,656,1079,1230,1171,1266,988,1592,1529,1495,1109
"Ercc3",1155,1571,1806,2165,1024,1231,1161,1196,902,1431,1196,1256,770
"Map3k2",180,378,207,304,747,770,633,919,572,1093,1076,1030,507
"Iws1",1335,1564,2083,2599,1624,2414,2882,2572,2047,2641,2661,1926,1041
"Proc",21,7,4,18,0,1,0,1,0,0,0,3,0
"Csnk2b",2930,2863,3928,3858,1937,2662,1886,1888,1360,2417,2094,2135,1605
"Myo7b",0,0,1,1,0,4,3,2,3,19,6,43,16
"Apom",36,92,4,7,2,4,0,1,0,0,1,1,5
"Bag6",6461,9581,8755,9438,5930,10479,7700,7420,5582,7904,7254,7928,5521
"Prrc2a",6451,12566,18141,14767,11157,24651,19612,19235,14373,20936,19322,21405,15278
"Lims2",3,16,2,4,2,6,5,11,12,16,11,28,19
"Aif1",0,0,0,0,0,2,1,0,0,10,5,0,1
"Ltb",2,17,1,2,3,0,5,0,4,0,6,7,3
"Wdr33",1864,2734,3139,4012,2175,2401,2723,2359,1867,2390,2328,2172,1338
"Tnf",0,0,0,0,9,0,0,0,0,0,1,0,1
"Lta",0,0,2,0,0,0,3,0,2,5,0,1,0
"Atp6v1g2",3,4,10,17,13,74,57,65,44,63,35,50,27
"Riok3",1985,2454,2485,3337,997,1623,1306,1735,1177,2101,1689,1359,963
"Pou5f1",20297,25489,26160,28341,1348,128,28,108,36,280,64,356,104
"Psors1c2",33,29,251,307,7,2,2,2,1,2,1,6,5
"Rmc1",799,1380,686,705,347,293,240,304,159,330,280,350,206
"Aqp4",0,0,0,1,4,2,2,3,0,0,0,0,0
"Npc1",1467,2089,1092,1377,1133,1112,803,1078,705,1269,1065,1130,712
"Mrpl27",609,607,821,749,440,772,627,826,544,961,775,781,498
"Zfp521",36,164,65,32,369,2465,2003,2329,1512,2593,1949,1788,1068
"Lama3",1201,1770,1101,1443,12,14,11,17,5,30,19,54,34
"Dhx16",3837,5161,4037,4731,1417,1189,1034,1033,715,1119,1126,1115,724
"Impact",1662,2729,1867,2631,3132,2717,2377,2831,2315,4125,3846,3207,2291
"Ttc39c",316,280,228,278,42,216,177,108,124,227,184,207,147
"Ndfip1",924,1294,2723,3395,1646,2294,1985,2246,1584,2752,2525,2362,1335
"Atat1",209,279,226,181,355,1683,1126,1514,805,1551,1090,1208,856
"Spry4",18,49,1111,1094,1777,87,113,53,59,127,185,231,150
"Gnl1",2118,2325,2261,2591,1194,1544,1450,1645,1245,2083,2247,2027,1473
"Cabyr",4,5,2,1,5,16,4,12,9,15,15,6,11
"Nr3c1",220,429,506,750,237,830,501,1118,716,1902,1836,1794,1076
"Mrps18b",2219,2294,2925,3026,1051,610,478,455,300,508,482,506,315
"Pcdh12",0,0,3,0,1,47,151,76,146,195,232,61,123
"Dele1",913,1185,1746,1647,894,1503,1173,1292,931,1573,1297,1288,974
"Rpp21",294,412,365,438,147,184,118,209,135,272,206,234,176
"Arap3",2,0,149,112,41,101,245,128,181,192,310,145,186
"Hdac3",989,1415,1859,2165,1237,2522,2149,2097,1636,2542,2374,2092,1679
"Diaph1",4656,6506,4437,5103,1245,1321,1199,1048,747,1257,1349,1442,832
"Trim26",1046,1363,995,1159,796,1078,879,1206,800,1488,1277,1321,797
"H2-M5",641,908,21,37,0,1,0,9,5,2,4,5,10
"Gabbr1",197,281,202,143,248,532,299,748,492,1081,909,1086,707
"Myot",4,4,0,0,0,0,0,0,0,0,0,0,0
"Dcp2",1664,3093,1430,1760,1413,2477,2726,2388,2014,2780,2473,2057,1383
"Ik",2508,2397,2536,3124,3116,3268,3812,4382,3472,4600,4110,3012,1955
"Pggt1b",347,473,499,660,434,902,956,1082,807,1251,1285,903,500
"Mal2",3,0,208,182,0,0,0,2,2,12,12,50,6
"Ap3s1",497,664,754,1110,774,1021,821,1765,1164,2073,1638,1404,947
"Lvrn",1,3,1,0,8,7,4,7,3,9,3,5,3
"Ankhd1",1298,2673,2161,2519,3249,2316,2484,2343,1678,2255,2271,1814,1286
"Slc4a9",1,5,1,0,0,0,0,0,0,0,0,0,0
"Hbegf",161,223,99,114,360,43,30,54,53,85,80,91,42
"Yipf5",831,897,1510,1485,694,1466,1018,1437,1066,1799,1835,1676,1217
"Rbm27",1747,2442,3028,3612,1772,1611,1901,1816,1443,2003,1990,1408,793
"Pou4f3",6,13,66,72,0,0,0,1,0,1,0,0,0
"Tcerg1",2796,3298,4432,4570,3995,3181,2949,2272,1929,2631,2553,2141,1248
"Ppp2r2b",4,2,7,8,0,77,154,145,183,311,178,732,189
"Dpysl3",342,388,412,579,165,6113,3110,7927,4097,9229,6587,10670,4796
"Jakmip2",0,1,262,234,1,110,46,107,31,106,43,75,12
"Spink1",0,0,0,0,0,0,0,0,0,3,0,2,1
"Dtwd2",399,512,399,472,192,256,253,225,197,194,177,168,96
"Hsd17b4",1228,1709,1177,1778,1238,1992,1954,2382,1787,2580,2404,2038,1235
"Rab27b",2,2,0,0,3,8,22,20,38,35,30,35,19
"Mbd2",225,320,281,307,869,972,763,1096,745,1303,1071,1034,637
"Smad4",1167,2101,2179,2327,2169,3593,2513,2493,1840,3127,2768,2667,1920
"Sec11c",207,184,187,313,32,56,74,143,59,143,96,125,77
"Grp",0,0,5,2,0,1,0,0,0,0,1,5,3
"Rax",8,4,2,5,0,2,0,0,0,0,1,0,0
"Cplx4",0,0,0,0,0,0,1,0,0,0,0,0,0
"Pmaip1",84,151,2735,4285,195,10,12,3,7,22,9,52,26
"Gnal",123,320,60,88,18,60,159,39,42,70,59,118,53
"Impa2",2304,3002,1954,2333,282,294,475,326,423,488,550,493,356
"Cidea",53,32,7,11,0,0,2,0,0,2,0,2,0
"Afg3l2",1617,2429,2437,2853,1260,1021,942,1108,931,1463,1360,1361,816
"Srfbp1",761,857,1136,1375,877,378,471,431,332,458,436,385,203
"Lox",2,1,25,24,0,7,18,35,49,139,322,602,341
"Prelid3a",4,23,94,86,1,16,11,20,9,23,16,21,16
"Spire1",321,517,1378,1542,1134,867,616,765,492,901,736,756,489
"Sncaip",10,1,13,18,1,1081,768,1709,1097,2540,2083,2482,1492
"Snx24",60,64,167,261,95,266,272,234,255,305,289,265,179
"Psmg2",464,569,1252,1346,502,514,402,527,424,742,516,520,327
"Ppic",769,903,372,587,1413,1260,2025,2391,2170,2649,3233,2296,1783
"Ptpn2",1152,1087,1291,1708,964,726,758,767,662,895,901,704,440
"Cep192",1185,2774,2472,2781,1451,1566,1512,1384,1125,1810,1524,1462,831
"Ldlrad4",13,15,21,33,27,14,18,33,45,120,200,187,138
"Setbp1",12,9,385,257,612,1576,1477,2095,1534,2140,2525,1967,1272
"Slc14a2",0,0,1,0,1,1,0,4,4,2,3,3,1
"Galr1",0,0,3,2,1,0,1,0,0,2,0,0,0
"Me2",1626,2110,2736,3426,1013,1129,1047,1042,823,1185,1137,1084,644
"Mapk4",82,193,904,1013,30,45,38,65,22,111,42,110,26
"Cxxc1",885,987,1416,1334,760,1450,1340,1387,1013,1499,1428,1500,1176
"Mbd1",345,562,419,469,540,977,855,1088,809,1310,1149,1201,795
"Smad2",994,1557,1385,1592,1347,2381,2232,2301,1659,2807,2564,2384,1464
"Sall3",473,953,72,108,2847,14,3,4,1,14,10,34,13
"Atp9b",371,673,651,837,778,1122,968,1200,868,1537,1336,1413,909
"Rbfa",1030,933,1280,1284,595,647,597,655,493,810,775,703,506
"Txnl4a",2611,3164,3367,4045,1756,2013,1661,1310,1022,1654,1597,1577,1187
"Pde6a",0,5,16,20,0,1,13,0,2,0,0,1,0
"Csnk1a1",4785,7320,8142,10292,6791,9790,7860,10586,8247,12923,12198,10276,6882
"Il17b",3,9,12,15,0,0,2,3,0,8,0,9,4
"Pcyox1l",257,462,740,966,124,340,345,360,300,326,289,261,169
"Grpel2",552,636,734,904,674,738,705,809,510,891,784,687,458
"Napg",453,530,602,680,427,436,366,450,316,569,434,451,295
"Txnl1",2559,2986,3114,4888,2585,2859,2799,2681,1958,3066,2858,2386,1355
"Fech",494,864,1155,1477,603,556,479,804,587,952,898,858,534
"Nedd4l",389,713,514,583,223,626,605,730,607,861,890,915,496
"Lmnb1",5376,7493,8487,11548,3170,7306,7499,5491,5089,6332,7405,5711,4196
"C330018D20Rik",60,66,93,104,54,198,201,325,224,369,357,211,184
"Megf10",2,0,17,4,0,26,88,106,114,134,125,81,66
"Prrc1",3152,3869,1698,1911,979,1785,1628,1968,1343,2143,2138,2204,1391
"Slc12a2",1494,2376,1653,2469,693,1906,1516,1984,1381,2030,2039,2087,945
"Fbn2",47,89,290,249,359,7002,6246,9092,6242,8770,10103,9206,7282
"Slc27a6",1,0,5,4,1,231,220,238,231,246,329,210,141
"Isoc1",1006,1429,1626,2248,791,3123,2386,2298,1842,4302,4132,4477,2967
"Dctn4",676,875,928,1056,1154,3229,2203,2790,1998,3583,2894,2678,1717
"Rbm22",996,1633,1842,1961,1884,2921,2461,2213,1746,2359,1970,1827,1189
"Rps14",16056,18673,20336,23911,13863,17135,14779,12174,9402,18779,12589,14578,12242
"Cd74",34,6,67,37,7,5,1,2,3,6,3,22,4
"Tcof1",4789,6874,10331,7498,2867,2570,1979,2156,1810,2893,2698,2918,1741
"Tmx3",763,950,979,1278,1220,996,617,801,554,1130,900,792,451
"Camk2a",16,58,51,104,14,85,44,29,27,34,42,38,31
"Cdx1",247,508,11,25,2101,5,4,0,0,2,2,19,4
"Pdgfrb",9,30,14,8,205,913,1693,2097,2010,2825,3300,2640,2233
"Csf1r",0,1,1,1,1,5,0,2,0,0,5,7,38
"Hmgxb3",786,1634,2004,1976,1626,1355,1126,1133,753,1366,1129,1362,882
"Gnaq",406,736,731,850,981,2936,2576,2822,2195,3788,3567,3275,2056
"Psat1",7662,12412,24522,23518,7634,4801,3612,1331,1007,2052,2058,2693,1547
"Tle4",1667,2864,3715,4494,1653,3138,2434,2198,2046,1876,1614,1362,880
"Cndp2",4256,5937,2271,3142,918,799,662,676,521,890,713,822,493
"Timm21",80,78,790,833,622,523,552,615,398,546,539,446,321
"Cyb5a",751,855,1765,2619,818,624,766,914,624,960,895,865,538
"Cbln2",0,0,4,3,16,33,8,12,10,13,29,30,12
"Slc22a6",0,0,1,0,1,0,0,0,0,0,0,0,0
"Asrgl1",656,786,824,1106,439,530,612,723,554,731,621,441,292
"Anxa1",98,132,4,21,14,22,35,36,46,73,91,104,125
"Incenp",3183,3657,4099,4549,1877,2944,3399,2622,2333,3018,3169,2663,1641
"Fth1",11074,11169,34405,38364,8347,6145,5483,7196,5895,9875,10286,10429,8679
"Rab3il1",12,47,74,52,28,304,364,634,546,1060,952,1280,833
"Fads3",3,3,45,44,72,186,136,236,131,427,399,597,341
"Fads2",5634,6482,13037,13692,3861,6248,5264,4319,3687,4458,5096,4843,3393
"Tmem138",194,329,445,412,266,415,331,410,268,442,350,452,291
"Tmem216",149,165,194,209,90,255,197,254,170,327,241,235,213
"Sdhaf2",498,575,896,896,548,616,519,659,441,839,679,697,446
"Cd5",1,0,2,4,4,0,1,0,0,1,1,2,1
"Cd6",11,6,86,78,6,0,1,0,0,0,0,1,0
"Ms4a7",0,0,0,0,0,0,0,0,0,0,0,0,3
"Ms4a6b",0,0,0,0,0,0,0,0,0,0,0,0,1
"Ms4a4d",1,0,52,104,173,8,15,0,2,2,3,9,3
"Ms4a6d",0,1,0,0,0,0,0,0,0,0,0,0,5
"Mrpl16",750,690,1331,1378,416,529,453,498,344,567,448,491,332
"Osbp",764,1250,1149,1173,671,2288,1819,1972,1289,2332,1948,1896,1278
"Fam111a",369,376,786,1125,212,912,1078,1126,933,1681,1544,1079,682
